Transaction Number,Vendor,Category,Amount
8001847656,SCIMITAR CARE HOTELS PLC,Temporary Accommodation,"£3,321"
8001843650,SOMERSET VILLA RESIDENTIAL CARE HOM,Temporary Accommodation,"£3,321"
8001848584,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£3,321"
8001848766,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,321"
8001848751,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,321"
8001843653,SOMERSET VILLA RESIDENTIAL CARE HOM,Temporary Accommodation,"£3,321"
8001848752,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,321"
8001843776,MELROSE HOUSE,Temporary Accommodation,"£3,321"
8001848781,24 SEVEN FOSTERING SERVICES LTD,Children and Education,"£3,321"
8001848809,RAINBOW FOSTERING SERVICES LTD,Children and Education,"£3,321"
8001848724,THE FOSTERING FOUNDATION LTD,Children and Education,"£3,321"
8001848753,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,321"
8001848768,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,321"
8001847638,DRS CARE HOMES LTD,Temporary Accommodation,"£3,321"
8001847676,DRS CARE HOMES LTD,Temporary Accommodation,"£3,321"
8001847683,DRS CARE HOMES LTD,Temporary Accommodation,"£3,321"
8001848770,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,321"
8001847453,SCIMITAR CARE HOTELS PLC,Temporary Accommodation,"£3,321"
8001848756,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,321"
8001847634,DRS CARE HOMES LTD,Temporary Accommodation,"£3,321"
8001808081,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,321"
8001808101,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,321"
8001808107,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,321"
8001808085,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,321"
8001808102,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,321"
8001808092,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,321"
8001808099,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,321"
8001808083,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,321"
8001808108,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,321"
1900803218,ATKINS LTD,"Construction, Property and Fac Man","£3,321"
8001848877,GREATER LONDON FOSTERING LTD,Children and Education,"£3,320"
8001848837,24 SEVEN FOSTERING SERVICES LTD,Children and Education,"£3,317"
8001848844,24 SEVEN FOSTERING SERVICES LTD,Children and Education,"£3,317"
8001815542,CHILDREN FIRST FOSTERING AGENCY LTD,Children and Education,"£3,316"
8001845281,ALLFORCARE,Social care,"£3,316"
8001848787,GREATER LONDON FOSTERING LTD,Children and Education,"£3,316"
8001848867,GREATER LONDON FOSTERING LTD,Children and Education,"£3,316"
8001848748,GREATER LONDON FOSTERING LTD,Children and Education,"£3,315"
8001848785,GREATER LONDON FOSTERING LTD,Children and Education,"£3,315"
1900804535,RIDGE AND PARTNERS LLP,"Construction, Property and Fac Man","£3,312"
8001815570,NEXT STEP FOSTERING SERVICES LTD,Children and Education,"£3,305"
8001815383,ETHELBERT SPECIALIST HOMES LTD,Children and Education,"£3,305"
8001816681,PRECIOUS HOMES LTD,Temporary Accommodation,"£3,304"
8001840761,PRECIOUS HOMES LTD,Temporary Accommodation,"£3,304"
8001848675,MAGICARE LTD,Temporary Accommodation,"£3,302"
5201139167,KORU LEADERSHIP LTD,Learning and Development,"£3,300"
8001805282,MSASA CARE LTD,Temporary Accommodation,"£3,300"
1900803745,ALCOHOL CONCERN,Public Health,"£3,300"
1900804768,REDACTED PERSONAL DATA,Temporary Accommodation,"£3,300"
5201139064,AECOM LTD,People and Recruitment,"£3,300"
8001835481,ST ALEX LTD,Social care,"£3,300"
8001848890,FOCUS ON FOSTERING LTD,Children and Education,"£3,299"
5201139377,STAR CARS LTD,Transport & Travel,"£3,295"
5201140775,SPECIALIST COMPUTER CENTRES PLC,IT and Telecoms,"£3,288"
8001815352,FUTURES FOR CHILDREN LIMITED,Children and Education,"£3,287"
8001848541,NORTH LONDON BIKUR CHOLIM LTD,Social care,"£3,285"
200344559,HARINGEY PHOENIX GROUP,Social care,"£3,281"
8001850931,FOREST CARE SERVICES LIMITED,"Construction, Property and Fac Man","£3,280"
8001811822,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£3,280"
8001811911,SILVER BIRCH CARE LTD,"Construction, Property and Fac Man","£3,280"
8001815518,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,280"
8001846609,SPRINGDENE NURSING & CARE HOMES LTD,Social care,"£3,278"
8001846582,PATERNOSTER HOUSE CARE CENTRE,Temporary Accommodation,"£3,277"
8001848857,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,277"
8001848744,FIVE RIVERS CHILD CARE LTD,Children and Education,"£3,277"
8001848777,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,277"
8001848778,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,277"
8001848779,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,277"
8001848796,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,277"
8001848728,FIVE RIVERS CHILD CARE LTD,Children and Education,"£3,277"
8001848729,FIVE RIVERS CHILD CARE LTD,Children and Education,"£3,277"
8001848780,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,277"
8001846584,ROCKLEY DENE HOMES LTD T/A CANDLE C,Temporary Accommodation,"£3,274"
1900804110,LOGICALIS UK LTD,IT and Telecoms,"£3,272"
8001848880,LINK FOSTERING AGENCY LIMITED,Children and Education,"£3,271"
8001848886,LINK FOSTERING AGENCY LIMITED,Children and Education,"£3,271"
8001842748,UNIFIED CARE LTD T/A VICTORIA'S CAR,Temporary Accommodation,"£3,269"
8001803101,PERSON CENTRED CARE HOMES DAY OPPS,Social care,"£3,264"
8001815517,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,259"
8001848872,FOSTER CARE LINK LTD,Children and Education,"£3,256"
8001848858,ALLIANCE FOSTER CARE LIMITED,Children and Education,"£3,255"
8001848854,SUPPORTED FOSTERING SERVICES,Children and Education,"£3,255"
8001848913,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,255"
8001848881,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,255"
8001848720,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,255"
8001848894,TALAWA FOSTERING SERVICES LTD,Children and Education,"£3,255"
8001848939,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,255"
8001848836,TALAWA FOSTERING SERVICES LTD,Children and Education,"£3,255"
8001847635,CHITIMALI LOCUM MEDICAL LIMITED,Temporary Accommodation,"£3,255"
8001848738,GREATER LONDON FOSTERING LTD,Children and Education,"£3,254"
8001822721,VINEYARD (UK) SERVICES LTD,Social care,"£3,251"
1900803567,IPEOPLE SERVICES LIMITED,People and Recruitment,"£3,250"
5201140066,PENNA PLC,People and Recruitment,"£3,250"
8001843780,MAISON MOTI LTD,Temporary Accommodation,"£3,248"
5201140861,NPS LONDON LTD,"Construction, Property and Fac Man","£3,245"
8001815457,FOSTERCARE UK LTD,Children and Education,"£3,244"
8001847703,ENHAM,Temporary Accommodation,"£3,244"
1900804518,PRESCOTT THOMAS LTD,Food and Drink,"£3,242"
8001815359,BRIGHTER FUTURES FOSTER CARE LTD,Children and Education,"£3,242"
8001815503,DIVERSE CARE (UK) LTD,Children and Education,"£3,242"
8001815563,SUNBEAM FOSTERING AGENCY LTD,Children and Education,"£3,241"
8001815401,FUTURES FOR CHILDREN LIMITED,Children and Education,"£3,240"
5201140060,RIMA DESIGN LTD,Communication,"£3,240"
8001827970,STEP AHEAD SERVICES LTD,"Construction, Property and Fac Man","£3,238"
8001848775,RYANCARE FOSTERING LTD,Children and Education,"£3,233"
8001848718,HILLCREST CARE SERVICES LTD,Children and Education,"£3,233"
8001848842,TALAWA FOSTERING SERVICES LTD,Children and Education,"£3,233"
8001848938,RYANCARE FOSTERING LTD,Children and Education,"£3,233"
8001848832,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,233"
8001848767,RYANCARE FOSTERING LTD,Children and Education,"£3,233"
8001848814,24 SEVEN FOSTERING SERVICES LTD,Children and Education,"£3,233"
8001848864,CARE ADMIN & MANAGEMENT SERVICE LTD,Children and Education,"£3,233"
8001848917,RYANCARE FOSTERING LTD,Children and Education,"£3,233"
8001848865,CARE ADMIN & MANAGEMENT SERVICE LTD,Children and Education,"£3,233"
8001848895,INTEGRATED FOSTERING SERVICES LTD,Children and Education,"£3,233"
8001848845,RYANCARE FOSTERING LTD,Children and Education,"£3,233"
8001848846,HILLCREST CARE SERVICES LTD,Children and Education,"£3,233"
8001848827,RYANCARE FOSTERING LTD,Children and Education,"£3,233"
8001848782,CARE ADMIN & MANAGEMENT SERVICE LTD,Children and Education,"£3,233"
8001848747,RYANCARE FOSTERING LTD,Children and Education,"£3,233"
8001848531,THE SONS OF DIVINE PROVIDENCE,Temporary Accommodation,"£3,232"
8001848691,MAGICARE LTD,Temporary Accommodation,"£3,232"
8001818121,EXTRA MILE CARE COMPANY,Social care,"£3,230"
8001815540,OUTLOOK FOSTERING SERVICES LTD,Children and Education,"£3,223"
8001843614,PARADISE HOUSE ASSOCIATION LTD,Temporary Accommodation,"£3,222"
8001819542,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£3,215"
8001815394,CORE ASSETS FOSTERING LTD,Children and Education,"£3,212"
8001815392,CORE ASSETS FOSTERING LTD,Children and Education,"£3,212"
8001848905,OUTLOOK FOSTERING SERVICES LTD,Children and Education,"£3,212"
8001848703,SUNBEAM FOSTERING AGENCY LTD,Children and Education,"£3,211"
8001848850,SUNBEAM FOSTERING AGENCY LTD,Children and Education,"£3,211"
8001848851,SUNBEAM FOSTERING AGENCY LTD,Children and Education,"£3,211"
8001848891,RYANCARE FOSTERING LTD,Children and Education,"£3,211"
8001815349,FOCUS ON FOSTERING LTD,Children and Education,"£3,210"
1900803270,HAIL LTD,General,"£3,210"
8001815443,FOCUS ON FOSTERING LTD,Children and Education,"£3,210"
8001815444,FOCUS ON FOSTERING LTD,Children and Education,"£3,210"
8001815434,FOSTER CARE ASSOCIATES LIMITED,Children and Education,"£3,208"
8001815435,FOSTER CARE ASSOCIATES LIMITED,Children and Education,"£3,208"
8001848932,SEAFIELDS FOSTERING LIMITED,Children and Education,"£3,206"
5201141250,THE HELPING HAND COMPANY,Social care,"£3,202"
8001848739,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,202"
8001848706,LINK FOSTERING AGENCY LIMITED,Children and Education,"£3,202"
8001848801,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,202"
8001848925,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,202"
8001848924,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,202"
8001848926,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,202"
8001811839,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£3,200"
8001825161,KARTEROS LTD T/A ST MARKS DAY SERVI,Social care,"£3,200"
8001822881,VINEYARD (UK) SERVICES LTD,Temporary Accommodation,"£3,200"
8001805361,MSASA CARE LTD,Temporary Accommodation,"£3,200"
8001825201,KARTEROS LTD T/A ST MARKS DAY SERVI,Social care,"£3,200"
8001815475,FAMILIES FOR CHILDREN (SOUTH) LTD,Children and Education,"£3,200"
8001815569,NEXT STEP FOSTERING SERVICES LTD,Children and Education,"£3,199"
8001848856,FOCUS ON FOSTERING LTD,Children and Education,"£3,199"
5201138595,PENNA PLC,People and Recruitment,"£3,190"
8001848887,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,190"
8001848882,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,190"
8001848912,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,190"
200344558,KURDISH COMMUNITY CENTRE,Social care,"£3,190"
8001803181,PERSON CENTRED CARE HOMES DAY OPPS,Social care,"£3,186"
8001842713,WESTELM HOMES LIMITED,Temporary Accommodation,"£3,185"
1900803984,GUY'S & ST THOMAS' NHS FOUNDATION T,General,"£3,183"
8001815333,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,180"
8001815381,24 SEVEN FOSTERING SERVICES LTD,Children and Education,"£3,180"
8001815419,24 SEVEN FOSTERING SERVICES LTD,Children and Education,"£3,180"
8001815382,24 SEVEN FOSTERING SERVICES LTD,Children and Education,"£3,180"
8001815526,AFFINITY FOSTERING SERVICE LTD,Children and Education,"£3,180"
8001847607,DRS CARE HOMES LTD,Temporary Accommodation,"£3,180"
8001848839,XCEL 2000 FOSTERCARE SERVICES LTD,Children and Education,"£3,180"
8001848838,XCEL 2000 FOSTERCARE SERVICES LTD,Children and Education,"£3,180"
8001815339,BLUE SKY FOSTERING LIMITED,Children and Education,"£3,177"
5201139683,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£3,175"
8001846563,NEW CENTURY CARE (FINCHLEY) LTD,Temporary Accommodation,"£3,167"
8001848736,PHOENIX COMMUNITY CARE LTD,Children and Education,"£3,166"
8001848735,PHOENIX COMMUNITY CARE LTD,Children and Education,"£3,166"
8001848737,PHOENIX COMMUNITY CARE LTD,Children and Education,"£3,166"
8001848835,TALAWA FOSTERING SERVICES LTD,Children and Education,"£3,166"
5201138853,PURDY CONTRACTS LTD,"Construction, Property and Fac Man","£3,165"
8001843638,ROYAL MENCAP SOCIETY,Temporary Accommodation,"£3,163"
8001848859,PHOENIX COMMUNITY CARE LTD,Children and Education,"£3,162"
8001848758,PHOENIX COMMUNITY CARE LTD,Children and Education,"£3,162"
8001848860,PHOENIX COMMUNITY CARE LTD,Children and Education,"£3,162"
8001805341,MSASA CARE LTD,Temporary Accommodation,"£3,160"
8001848928,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,157"
5201140100,CROWN PROMOTIONS & REMOVALS LTD,General,"£3,156"
1900802797,AMEO LIMITED,People and Recruitment,"£3,150"
1900802800,AMEO LIMITED,People and Recruitment,"£3,150"
1900802798,AMEO LIMITED,People and Recruitment,"£3,150"
1900802799,AMEO LIMITED,People and Recruitment,"£3,150"
8001813901,KISHARON,"Construction, Property and Fac Man","£3,145"
8001847551,DRS CARE HOMES LTD,Temporary Accommodation,"£3,145"
8001842793,WOODLANDS RESIDENTIAL CARE HOME,Temporary Accommodation,"£3,144"
8001848833,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,144"
8001848784,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,144"
8001825021,THE REGARD PARTNERSHIP LIMITED,Temporary Accommodation,"£3,137"
8001815441,FOCUS ON FOSTERING LTD,Children and Education,"£3,136"
8001815325,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,135"
8001848920,TACT,Children and Education,"£3,131"
8001848743,TACT,Children and Education,"£3,131"
8001848745,TACT,Children and Education,"£3,131"
8001848874,TACT,Children and Education,"£3,131"
8001843647,MILLENNIUM CARE LTD,Temporary Accommodation,"£3,131"
8001848897,RAINBOW FOSTERING SERVICES LTD,Children and Education,"£3,127"
8001848537,THE REGARD PARTNERSHIP LIMITED,Social care,"£3,125"
8001836621,DRUGLINK,Social care,"£3,123"
8001815332,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,120"
8001843585,WEST LONDON MISSION,Temporary Accommodation,"£3,118"
8001761265,WEST LONDON MISSION,Temporary Accommodation,"£3,118"
8001848502,QUEEN ANN HOUSE,Temporary Accommodation,"£3,116"
8001847507,ROSS WYLD CARE HOME,Temporary Accommodation,"£3,110"
8001815561,NEXT STEP FOSTERING SERVICES LTD,Children and Education,"£3,108"
8001815412,SUPPORTED FOSTERING SERVICES,Children and Education,"£3,107"
8001815470,SUPPORTED FOSTERING SERVICES,Children and Education,"£3,107"
8001815413,SUPPORTED FOSTERING SERVICES,Children and Education,"£3,107"
8001815360,SUPPORTED FOSTERING SERVICES,Children and Education,"£3,107"
8001815464,SUPPORTED FOSTERING SERVICES,Children and Education,"£3,107"
8001848831,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,105"
8001815377,SUPPORTED FOSTERING SERVICES,Children and Education,"£3,104"
8001844822,KISHARON,Social care,"£3,104"
8001815364,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,100"
8001815389,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,100"
8001815368,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,100"
8001815537,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,100"
8001815538,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,100"
8001815367,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,100"
8001847574,BELMONT HOUSE CARE HOME,Temporary Accommodation,"£3,100"
8001848727,TIME FOR CHILDREN LIMITED,Children and Education,"£3,100"
8001848808,INTEGRATED FOSTERING SERVICES LTD,Children and Education,"£3,100"
8001848761,CARE ADMIN & MANAGEMENT SERVICE LTD,Children and Education,"£3,100"
8001848773,CARE ADMIN & MANAGEMENT SERVICE LTD,Children and Education,"£3,100"
8001848762,CARE ADMIN & MANAGEMENT SERVICE LTD,Children and Education,"£3,100"
8001847581,BELMONT HOUSE CARE HOME,Temporary Accommodation,"£3,100"
8001848636,MAGICARE LTD,Temporary Accommodation,"£3,100"
8001815437,FOCUS ON FOSTERING LTD,Children and Education,"£3,100"
8001848910,TIME FOR CHILDREN LIMITED,Children and Education,"£3,100"
8001848807,INTEGRATED FOSTERING SERVICES LTD,Children and Education,"£3,100"
8001848911,TIME FOR CHILDREN LIMITED,Children and Education,"£3,100"
8001848888,RYANCARE FOSTERING LTD,Children and Education,"£3,100"
8001847538,BELMONT HOUSE CARE HOME,Temporary Accommodation,"£3,100"
8001843672,MELROSE HOUSE,Temporary Accommodation,"£3,100"
8001815409,INTEGRATED FOSTERING SERVICES LTD,Children and Education,"£3,099"
8001815408,INTEGRATED FOSTERING SERVICES LTD,Children and Education,"£3,099"
8001815301,NAS SERVICES LTD,Children and Education,"£3,098"
8001823421,NAS SERVICES LTD,Children and Education,"£3,098"
8001815351,FOSTERING OPTIONS LTD,Children and Education,"£3,096"
8001846556,LANCAM NURSING HOME,Temporary Accommodation,"£3,095"
8001801322,ST LUCY CARE SER T/A STEP FORWARD H,Social care,"£3,094"
5201139053,PACE FUELCARE LTD,Energy and Utilities,"£3,094"
8001848522,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£3,093"
8001815440,ACORN FOSTERING SERVICES LIMITED,Children and Education,"£3,080"
8001845222,THE REGARD PARTNERSHIP LIMITED,Temporary Accommodation,"£3,079"
8001808070,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,078"
8001848645,MAGICARE LTD,Temporary Accommodation,"£3,078"
8001808079,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,078"
8001848903,RYANCARE FOSTERING LTD,Children and Education,"£3,078"
8001848817,RYANCARE FOSTERING LTD,Children and Education,"£3,078"
8001848644,ROSEVIEW CARE HOMES,Temporary Accommodation,"£3,078"
8001808077,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,078"
8001808090,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,078"
8001808086,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,078"
8001808110,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,078"
8001808053,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,078"
8001848518,ROSEVIEW CARE HOMES,Temporary Accommodation,"£3,078"
8001848899,RYANCARE FOSTERING LTD,Children and Education,"£3,078"
8001808052,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,078"
8001848662,MAGICARE LTD,Temporary Accommodation,"£3,078"
1900804845,PLEXUS CLIENT ACCOUNT,Finance,"£3,077"
1900804817,LONDON BOROUGH OF CROYDON,Finance,"£3,075"
5201141229,ATKINS LTD,People and Recruitment,"£3,070"
8001847696,DRS CARE HOMES LTD,Temporary Accommodation,"£3,066"
8001843581,REDACTED PERSONAL DATA,Temporary Accommodation,"£3,064"
8001843617,REDACTED PERSONAL DATA,Temporary Accommodation,"£3,063"
5201138939,BITE CP LTD,Communication,"£3,062"
200344539,DIMENSIONS (UK) LIMITED,Social care,"£3,061"
8001844541,FOCUS CARELINK LTD,Social care,"£3,057"
8001846533,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£3,057"
8001808091,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,057"
8001808093,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,057"
8001846534,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£3,057"
8001808082,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,057"
8001846564,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£3,057"
8001847584,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,056"
8001847579,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,056"
