Transaction No.,Vendor Name, Category ,Amount
8001752001,PREMIER CAREWAITING LTD,Social care,£838.75
8001761436,THE FER VIEW,Temporary Accommodation,£837.41
8001744415,SEVACARE (UK) LTD,Social care,£837.28
8001734446,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£837.00
8001734548,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man",£837.00
5201132771,EARTH ANCHORS LTD,General,£834.00
8001736221,CIRCLE OF CARE SERVICE LTD,Social care,£832.00
1900799641,TEACHERS PENSIONS,Communication,£831.97
5201132765,REDACTED PERSONAL DATA,Sport and Leisure,£830.80
1900799170,ORANGE PCS LTD,IT and Telecoms,£830.10
8001765463,ROSS WYLD CARE HOME,Temporary Accommodation,£828.58
8001756321,HILLSIDE CLUBHOUSE,Social care,£828.50
5201134716,GARDEN MAINTENANCE & LANDSCAPE CO L,"Construction, Property and Fac Man",£828.42
8001746241,PREMIER CAREWAITING LTD,Social care,£828.00
8001751841,PREMIER CAREWAITING LTD,Social care,£828.00
5201134376,MIDLAND FORESTRY LTD,Public Realm,£825.58
5201134118,LEISURE MATTERS (UK) LTD,People and Recruitment,£825.00
5201133319,KENNEDY CATER LTD,Legal,£825.00
8001740781,NORTH LONDON ASIAN CARE,Social care,£824.20
8001718721,NORTH LONDON ASIAN CARE,Social care,£824.20
8001730241,ONE HOUSING GROUP LTD,Social care,£823.20
8001759777,REDACTED PERSONAL DATA,Social care,£820.68
8001747021,SATELLITE CONSORTIUM LIMITED,Social care,£819.56
5201134916,REDACTED PERSONAL DATA,Sport and Leisure,£818.40
1900799739,EXTRA MILE CARE COMPANY,General,£817.36
8001744151,SEVACARE (UK) LTD,Social care,£816.84
8001744424,SEVACARE (UK) LTD,Social care,£816.72
8001744061,HOME INSTEAD SENIOR CARE,Social care,£816.00
8001744454,SEVACARE (UK) LTD,Social care,£814.15
5201134602,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,£814.01
5201133314,ACCULITH 76,Communication,£812.48
1900800437,VIRGIN MEDIA PAYMENTS LIMITED,IT and Telecoms,£812.09
8001763681,ALLPAY LTD,Social care,£811.31
8001746961,SATELLITE CONSORTIUM LIMITED,Social care,£811.24
1900799781,JDK MEDICAL CONSULTING LTD,General,£810.00
5201133539,FRONTLINE TRAINING,Learning and Development,£810.00
5201133632,CYPRIOT COMMUNITY CENTRE,General,£810.00
1900799490,ATLAS PROPERTY LONDON LTD,Children and Education,£806.62
8001744447,SEVACARE (UK) LTD,Social care,£806.48
8001765881,HAIL LTD,Social care,£806.40
8001734444,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£806.00
8001746161,PREMIER CAREWAITING LTD,Social care,£804.75
8001618941,ONE HOUSING GROUP LTD,Social care,£804.50
5201134314,HEAD OFFICE CLEANING SERVICES LIMIT,General,£804.00
8001764861,HAIL LTD,Social care,£803.80
8001764621,HAIL LTD,Social care,£803.80
8001765681,HAIL LTD,Social care,£803.80
8001765741,HAIL LTD,Social care,£803.80
8001764701,HAIL LTD,Social care,£803.80
1900798587,RM EDUCATION LTD,IT and Telecoms,£801.39
8001737342,LONDON CARE PLC,Social care,£800.52
8001737339,LONDON CARE PLC,Social care,£800.52
1900799559,GP EXPERTS LIMITED,General,£800.00
5201135195,REDACTED PERSONAL DATA,Legal,£800.00
1900799522,THE A TEAM SMALL JOBS PROJECT LTD,Public Realm,£800.00
1900799558,GP EXPERTS LIMITED,General,£800.00
1900799424,BWF SOLICITORS,Legal,£800.00
5201134865,REDACTED PERSONAL DATA,Legal,£800.00
5201133847,REDACTED PERSONAL DATA,Legal,£800.00
1900799983,REDACTED PERSONAL DATA,General,£800.00
1900799681,TRADEWIND RECRUITMENT LTD,Children and Education,£800.00
5201133980,REDACTED PERSONAL DATA,Legal,£800.00
1900799412,POWERLEAGUE FIVES LTD,Children and Education,£800.00
5201135553,NDOTM LIMITED T/A NEW DEAL OF THE M,General,£800.00
8001737298,LONDON CARE PLC,Social care,£799.92
8001719732,VITALISE,Social care,£798.85
5201134913,REDACTED PERSONAL DATA,Sport and Leisure,£798.60
8001763001,PRECIOUS HOMES LTD,Temporary Accommodation,£797.14
8001763121,PRECIOUS HOMES LTD,Temporary Accommodation,£797.14
8001728521,PRECIOUS HOMES LTD,Temporary Accommodation,£797.14
8001728421,PRECIOUS HOMES LTD,Temporary Accommodation,£797.14
8001763081,PRECIOUS HOMES LTD,Temporary Accommodation,£797.14
8001728441,PRECIOUS HOMES LTD,Temporary Accommodation,£797.14
8001728461,PRECIOUS HOMES LTD,Temporary Accommodation,£797.14
8001763101,PRECIOUS HOMES LTD,Temporary Accommodation,£797.14
8001744381,SEVACARE (UK) LTD,Social care,£796.48
8001744401,SEVACARE (UK) LTD,Social care,£796.20
8001762081,HARINGTON SCHEME,Social care,£795.60
8001735375,24 SEVEN FOSTERING SERVICES LTD,Children and Education,£794.28
8001735380,24 SEVEN FOSTERING SERVICES LTD,Children and Education,£794.28
200342683,EMBRACE UK COMMUNITY SUPPORT CENTRE,Social care,£793.97
200343151,EMBRACE UK COMMUNITY SUPPORT CENTRE,Social care,£793.97
8001731081,ONE HOUSING GROUP LTD,Social care,£793.20
1900798995,REDACTED PERSONAL DATA,General,£793.00
8001731861,CARE 4 U LTD,Social care,£792.00
1900799869,TMP (UK)LIMITED,Communication,£791.80
5201132746,SWIFTCLEAN UK LIMITED,General,£790.00
1900799053,LPFA RESIDUAL LIABILITIES,Finance,£789.59
8001745381,SAPH LTD,Social care,£788.34
8001763686,ALLPAY LTD,Social care,£788.00
1900800127,HILLS VETERINARY SURGERY LIMITED,General,£787.86
5201133436,GREENCLEAN LTD,General,£786.70
8001744136,SEVACARE (UK) LTD,Social care,£786.24
8001744319,SEVACARE (UK) LTD,Social care,£786.24
8001744330,SEVACARE (UK) LTD,Social care,£786.24
8001744422,SEVACARE (UK) LTD,Social care,£786.24
8001744184,SEVACARE (UK) LTD,Social care,£786.12
8001744146,SEVACARE (UK) LTD,Social care,£786.12
8001758021,EXTRA MILE CARE COMPANY,Social care,£784.43
8001750501,COUNCIL OF ASIAN PEOPLE HAR DAY CAR,Social care,£783.56
8001737243,LONDON CARE PLC,Social care,£781.28
8001737663,LONDON CARE PLC,Social care,£780.80
5201135327,ARCADIAN GARDENS SURGERY,Public Health,£780.00
8001754161,DILIGENT CARE SERVICES LTD,Social care,£780.00
8001762201,HARINGTON SCHEME,Social care,£780.00
8001735428,STEP AHEAD SERVICES LTD,"Construction, Property and Fac Man",£779.61
5201133479,XEROX (UK) LTD,IT and Telecoms,£776.39
1900799771,CYPRIAN CARE LTD,General,£776.30
1900799508,ULVERSCROFT LARGE PRINT BOOKS LTD,Communication,£776.25
8001746881,SATELLITE CONSORTIUM LIMITED,Social care,£775.45
8001734453,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£775.00
8001734451,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£775.00
8001734460,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£775.00
5201133862,XEROX (UK) LTD,IT and Telecoms,£774.34
8001741541,NORTH LONDON ASIAN CARE,Social care,£772.24
5201133088,COMMERCIAL PROPERTY CONSULTANCY (UK,People and Recruitment,£770.00
1900799632,REDACTED PERSONAL DATA,Children and Education,£770.00
1900798918,THAMES WATER UTILITIES LTD,Energy and Utilities,£769.81
1900800439,THAMES WATER UTILITIES LTD,Energy and Utilities,£769.22
8001737421,CIRCLE OF CARE SERVICE LTD,Social care,£769.00
5201134875,REDACTED PERSONAL DATA,Sport and Leisure,£767.73
5201134878,B & L COACHES,Transport & Travel,£766.33
8001744142,SEVACARE (UK) LTD,Social care,£765.74
8001744349,SEVACARE (UK) LTD,Social care,£765.60
5201134968,XEROX (UK) LTD,IT and Telecoms,£765.58
1900799785,SERVEST (COMMERICAL & PUBLIC SECTOR,General,£764.90
1900799237,REDACTED PERSONAL DATA,General,£764.76
8001744390,SEVACARE (UK) LTD,Social care,£763.28
5201133557,HUDSON GLOBAL RESOURCES LTD,People and Recruitment,£763.20
8001745781,PREMIER CAREWAITING LTD,Social care,£761.23
8001756741,MIG HOUSE RESIDENTIAL CARE HOME LTD,Temporary Accommodation,£760.00
1900800577,YESODEY HATORAH PRIMARY GIRLS SCHOO,Children and Education,£760.00
1900798628,HORIZON TEACHERS LTD,Children and Education,£760.00
8001746061,PREMIER CAREWAITING LTD,Social care,£756.00
8001752121,PREMIER CAREWAITING LTD,Social care,£756.00
8001760181,CORE OUTREACH & CARE SERVICES UK LT,Social care,£756.00
8001750161,ANDERSEN CARE LIMITED,Social care,£755.37
5201133650,XEROX (UK) LTD,IT and Telecoms,£751.05
5201135382,HUDSON GLOBAL RESOURCES LTD,People and Recruitment,£750.48
8001744468,SEVACARE (UK) LTD,Social care,£750.40
5201134268,CIVICA UK LTD,People and Recruitment,£750.00
8001713321,MAISON MOTI LTD,Social care,£750.00
8001760381,KITH & KIDS,Social care,£750.00
8001749861,DEVELOPMENT & LEARNING OPPORTUNITIE,Social care,£750.00
1900799301,REDACTED PERSONAL DATA,Legal,£750.00
5201134293,JAPANESE KNOTWEED ERADICATION,Public Realm,£750.00
1900799263,THE WHITEHALL & INDUSTRY GROUP,Learning and Development,£750.00
5201133982,BARNARDO SERVICES LTD,Children and Education,£750.00
8001730841,ARGOS BUSINESS SOLUTIONS LTD,Children and Education,£749.96
5201134264,PROBRAND LIMITED,IT and Telecoms,£745.78
1900799443,THAMES WATER UTILITIES LTD,Energy and Utilities,£745.19
8001744229,SEVACARE (UK) LTD,Social care,£745.16
1900799234,REDACTED PERSONAL DATA,General,£744.68
1900799782,REDACTED PERSONAL DATA,General,£744.00
8001754061,CORE OUTREACH & CARE SERVICES UK LT,Social care,£744.00
8001737272,LONDON CARE PLC,Social care,£742.83
8001761747,WATERFALL HOUSE LTD,Temporary Accommodation,£741.49
8001719676,WATERFALL HOUSE LTD,Temporary Accommodation,£741.47
8001747801,PREMIER CAREWAITING LTD,Social care,£740.25
1900799325,REDACTED PERSONAL DATA,Communication,£740.00
8001763760,REDACTED PERSONAL DATA,Social care,£740.00
8001758861,EXTRA MILE CARE COMPANY,Social care,£739.36
5201134693,CROWN PROMOTIONS & REMOVALS LTD,General,£738.62
8001744378,SEVACARE (UK) LTD,Social care,£737.74
8001744352,SEVACARE (UK) LTD,Social care,£737.62
1900798917,THAMES WATER UTILITIES LTD,Energy and Utilities,£736.01
8001742281,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,£736.00
8001746281,PREMIER CAREWAITING LTD,Social care,£736.00
8001763341,PRECIOUS HOMES LTD,Social care,£735.14
8001727101,PRECIOUS HOMES LTD,Social care,£735.14
5201133146,HANDS FREE COMPUTING LTD,Learning and Development,£735.00
5201133552,EUROTECH SECURITY SYSTEMS PLC,"Construction, Property and Fac Man",£735.00
5201132764,REDACTED PERSONAL DATA,Sport and Leisure,£735.00
8001742221,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,£733.60
8001737320,LONDON CARE PLC,Social care,£733.60
8001752021,PREMIER CAREWAITING LTD,Social care,£733.12
8001730401,OASIS CARE & TRAINING AGENCY,Social care,£732.80
1900800236,CORONA ENERGY RETAIL 4 LIMITED,Energy and Utilities,£732.08
1900799770,CYPRIAN CARE LTD,General,£729.10
5201133825,XEROX FINANCE LTD,IT and Telecoms,£728.86
8001758161,EXTRA MILE CARE COMPANY,Social care,£727.34
8001710709,REDACTED PERSONAL DATA,Social care,£726.29
8001736521,CIRCLE OF CARE SERVICE LTD,Social care,£725.56
8001730481,OASIS CARE & TRAINING AGENCY,Social care,£725.20
1900798990,REDACTED PERSONAL DATA,General,£725.18
8001744220,SEVACARE (UK) LTD,Social care,£725.12
8001744414,SEVACARE (UK) LTD,Social care,£724.88
8001745341,SAPH LTD,Social care,£724.28
1900799571,WILKIN CHAPMAN LLP,General,£724.20
1900799209,TRUST EDUCATION LIMITED,IT and Telecoms,£724.00
1900799879,TRUST EDUCATION LIMITED,Children and Education,£724.00
8001746301,PREMIER CAREWAITING LTD,Social care,£723.75
1900799233,REDACTED PERSONAL DATA,General,£721.94
5201133065,DG3 GROUP (HOLDINGS) LTD,Communication,£720.00
1900800190,NORTHUMBERLAND PARK HOUSE,Temporary Accommodation,£720.00
5201135243,IMAGESTORE LIMITED,IT and Telecoms,£720.00
8001755521,DILIGENT CARE SERVICES LTD,Social care,£720.00
8001761231,REDACTED PERSONAL DATA,Social care,£720.00
1900799537,REDACTED PERSONAL DATA,Legal,£720.00
5201135242,IMAGESTORE LIMITED,IT and Telecoms,£720.00
5201133810,XEROX FINANCE LTD,IT and Telecoms,£719.94
8001744198,SEVACARE (UK) LTD,Social care,£719.64
1900799788,THE PLACEMENT GROUP (UK) LTD,People and Recruitment,£719.36
8001743821,PREMIER CAREWAITING LTD,Social care,£719.25
1900800156,CORONA ENERGY RETAIL 4 LIMITED,Energy and Utilities,£718.92
5201133835,REDACTED PERSONAL DATA,Legal,£718.75
5201133100,MAISON MOTI LTD,Social care,£718.40
5201133099,MAISON MOTI LTD,Social care,£718.40
5201133097,MAISON MOTI LTD,Social care,£718.40
5201133098,MAISON MOTI LTD,Social care,£718.40
5201133093,MAISON MOTI LTD,Social care,£718.40
5201133102,MAISON MOTI LTD,Social care,£718.40
5201133101,MAISON MOTI LTD,Social care,£718.40
1900799874,LONDON BOROUGH OF WALTHAM FOREST,Food and Drink,£717.50
8001714561,NUGENT CARE,Children and Education,£717.00
8001732627,CYPRIOT ELDERLY & DISABLED GROUP,Social care,£716.00
8001747621,SATELLITE CONSORTIUM LIMITED,Social care,£715.52
8001744194,SEVACARE (UK) LTD,Social care,£714.76
8001744402,SEVACARE (UK) LTD,Social care,£714.76
8001744260,SEVACARE (UK) LTD,Social care,£714.76
8001744268,SEVACARE (UK) LTD,Social care,£714.76
8001744170,SEVACARE (UK) LTD,Social care,£714.76
8001744202,SEVACARE (UK) LTD,Social care,£714.76
8001744373,SEVACARE (UK) LTD,Social care,£714.76
8001744439,SEVACARE (UK) LTD,Social care,£714.76
8001744256,SEVACARE (UK) LTD,Social care,£714.76
8001744214,SEVACARE (UK) LTD,Social care,£714.76
8001744267,SEVACARE (UK) LTD,Social care,£714.76
8001744452,SEVACARE (UK) LTD,Social care,£714.76
8001744279,SEVACARE (UK) LTD,Social care,£714.76
8001744463,SEVACARE (UK) LTD,Social care,£714.76
8001744131,SEVACARE (UK) LTD,Social care,£714.76
8001744472,SEVACARE (UK) LTD,Social care,£714.56
8001744307,SEVACARE (UK) LTD,Social care,£714.56
8001744259,SEVACARE (UK) LTD,Social care,£714.56
8001744354,SEVACARE (UK) LTD,Social care,£714.56
8001713841,MAISON MOTI LTD,Social care,£714.29
5201134368,ESSEX FLOUR & GRAIN CO. LTD,Food and Drink,£713.90
8001734261,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,£713.00
8001764941,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,£713.00
8001739841,CORE OUTREACH & CARE SERVICES UK LT,Social care,£710.92
1900798762,LONDON CARE PLC,General,£710.70
5201134143,HARINGEY SPORTS DEVELOPMENT,Sport and Leisure,£710.39
8001758581,EXTRA MILE CARE COMPANY,Social care,£709.20
1900800155,CORONA ENERGY RETAIL 4 LIMITED,Energy and Utilities,£709.01
8001742421,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,£708.00
5201135472,REDACTED PERSONAL DATA,Sport and Leisure,£707.80
8001744313,SEVACARE (UK) LTD,Social care,£707.10
8001744316,SEVACARE (UK) LTD,Social care,£707.10
5201133449,MTI TECHNOLOGY LTD,IT and Telecoms,£706.25
5201134113,WESTBURY MEDICAL CENTRE,Public Health,£706.17
5201134673,HUDSON GLOBAL RESOURCES LTD,People and Recruitment,£705.96
8001737330,LONDON CARE PLC,Social care,£705.04
8001759789,REDACTED PERSONAL DATA,Social care,£703.44
1900800157,CORONA ENERGY RETAIL 4 LIMITED,Energy and Utilities,£703.41
8001751981,PREMIER CAREWAITING LTD,Social care,£703.35
8001737313,LONDON CARE PLC,Social care,£703.28
8001737361,LONDON CARE PLC,Social care,£703.28
1900800116,REDACTED PERSONAL DATA,Legal,£702.00
1900799822,HM REVENUE & CUSTOMS ONLY,Temporary Accommodation,£702.00
8001732642,COUNCIL OF ASIAN PEOPLE HAR DAY CAR,Social care,£701.08
8001758421,EXTRA MILE CARE COMPANY,Social care,£700.25
5201133838,REDACTED PERSONAL DATA,Legal,£700.00
8001721121,BIKUR CHOLIM LTD,Social care,£700.00
8001721141,BIKUR CHOLIM LTD,Social care,£700.00
8001761541,HARINGEY MENCAP LIMITED,Social care,£699.80
8001761501,HARINGEY MENCAP LIMITED,Social care,£699.80
8001761521,HARINGEY MENCAP LIMITED,Social care,£699.80
8001744218,SEVACARE (UK) LTD,Social care,£699.44
5201134934,PROBRAND LIMITED,IT and Telecoms,£699.30
1900799157,THAMES WATER UTILITIES LTD,Energy and Utilities,£699.21
8001729201,BAAF REGISTERED CHARITY,Communication,£699.00
8001715981,BAAF REGISTERED CHARITY,Communication,£699.00
8001729281,BAAF REGISTERED CHARITY,Communication,£699.00
5201133075,ELEGANCE FURNITURE SUPPLIES LTD,General,£697.98
5201135051,PERSONNEL HYGIENE SERVICES LTD,General,£697.53
5201135219,ARK ENVIRONMENTAL SERVICE UK,Public Realm,£697.00
8001753601,CORE OUTREACH & CARE SERVICES UK LT,Social care,£696.00
5201135437,REDACTED PERSONAL DATA,Sport and Leisure,£694.40
5201135231,REDACTED PERSONAL DATA,Sport and Leisure,£694.37
8001744280,SEVACARE (UK) LTD,Social care,£694.32
8001744122,SEVACARE (UK) LTD,Social care,£694.12
5201135473,ADVANCED FOOD SAFETY LIMITED,Food and Drink,£693.00
1900799350,REDACTED PERSONAL DATA,Temporary Accommodation,£692.28
1900799168,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man",£692.22
8001718522,SENSE,Social care,£690.96
5201134428,BUNZL UK LTD t/a GREENHAM,General,£690.01
8001734282,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,£690.00
8001720201,SWEETTREE HOMECARE SERVICES LTD,Social care,£690.00
8001734281,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,£690.00
8001744168,SEVACARE (UK) LTD,Social care,£689.16
8001744364,SEVACARE (UK) LTD,Social care,£689.04
8001744225,SEVACARE (UK) LTD,Social care,£689.03
8001737561,CIRCLE OF CARE SERVICE LTD,Social care,£689.00
5201133326,GLS EDUCATIONAL SUPPLIES LIMITED,Children and Education,£688.92
8001731241,ONE HOUSING GROUP LTD,Social care,£688.50
8001765021,HAIL LTD,Social care,£688.50
5201134617,RINGWAY JACOBS LIMITED,Public Realm,£687.45
5201133291,REDACTED PERSONAL DATA,Social care,£687.15
5201133294,REDACTED PERSONAL DATA,Social care,£687.15
5201133292,REDACTED PERSONAL DATA,Social care,£687.15
8001747861,PREMIER CAREWAITING LTD,Social care,£684.75
8001744309,SEVACARE (UK) LTD,Social care,£684.12
8001744465,SEVACARE (UK) LTD,Social care,£684.12
8001736541,CIRCLE OF CARE SERVICE LTD,Social care,£683.40
8001748641,WRIXON SECURITY SERVICES LTD,Children and Education,£682.95
8001748561,WEST LODGE LIMITED,Temporary Accommodation,£682.00
8001748541,WEST LODGE LIMITED,Temporary Accommodation,£682.00
8001719729,WEST LODGE LIMITED,Temporary Accommodation,£682.00
8001761800,WEST LODGE LIMITED,Temporary Accommodation,£682.00
8001734443,WEST LODGE LIMITED,"Construction, Property and Fac Man",£682.00
5201133227,NPS LONDON LTD,"Construction, Property and Fac Man",£681.19
5201133352,CROWN PROMOTIONS & REMOVALS LTD,General,£680.00
8001725461,HEADWAY EAST LONDON,Social care,£680.00
8001725541,HEADWAY EAST LONDON,Social care,£680.00
8001725562,HEADWAY EAST LONDON,Social care,£680.00
8001725401,HEADWAY EAST LONDON,Social care,£680.00
8001744501,CAMPHILL MILTON KEYNES COMMUNTIES,Social care,£678.36
8001744481,CAMPHILL MILTON KEYNES COMMUNTIES,"Construction, Property and Fac Man",£678.36
8001712941,CAMPHILL MILTON KEYNES COMMUNTIES,Social care,£678.36
5201135328,THE QUEENSWOOD MEDICAL PRACTICE,Public Health,£677.76
8001723101,DILIGENT CARE SERVICES LTD,Social care,£676.00
8001736141,CIRCLE OF CARE SERVICE LTD,Social care,£676.00
8001724013,CHRISTOPHER HOUSE (LONDON) LTD,"Construction, Property and Fac Man",£675.14
8001765061,HAIL LTD,Social care,£675.00
1900800000,REDACTED PERSONAL DATA,Legal,£675.00
8001744395,SEVACARE (UK) LTD,Social care,£673.72
5201134355,TOTTENHAM HOTSPUR FOUNDATION,Sport and Leisure,£672.75
8001737345,LONDON CARE PLC,Social care,£672.12
8001731921,VINEYARD (UK) SERVICES LTD,Social care,£672.00
8001727081,ACORN VILLAGES LIMITED,Social care,£671.40
8001748501,ACORN VILLAGES LIMITED,Social care,£671.40
8001744350,SEVACARE (UK) LTD,Social care,£671.40
8001737251,LONDON CARE PLC,Social care,£671.28
8001741601,NORTH LONDON ASIAN CARE,Social care,£670.00
8001755121,PREMIER CAREWAITING LTD,Social care,£669.00
5201133090,GREENCLEAN LTD,General,£668.89
8001747001,SATELLITE CONSORTIUM LIMITED,Social care,£668.08
8001747301,SATELLITE CONSORTIUM LIMITED,Social care,£668.08
8001737242,LONDON CARE PLC,Social care,£667.52
8001759241,EXTRA MILE CARE COMPANY,Social care,£667.24
8001758301,EXTRA MILE CARE COMPANY,Social care,£667.22
5201133821,REDACTED PERSONAL DATA,Sport and Leisure,£667.00
8001737263,LONDON CARE PLC,Social care,£666.68
8001737335,LONDON CARE PLC,Social care,£666.68
8001737326,LONDON CARE PLC,Social care,£666.68
8001739748,LONDON CARE PLC,Social care,£666.68
8001737351,LONDON CARE PLC,Social care,£666.68
8001737310,LONDON CARE PLC,Social care,£666.13
8001739702,CIRCLE OF CARE SERVICE LTD,Social care,£665.56
8001737121,CIRCLE OF CARE SERVICE LTD,Social care,£665.56
8001737881,CIRCLE OF CARE SERVICE LTD,Social care,£665.56
8001737901,CIRCLE OF CARE SERVICE LTD,Social care,£665.56
8001734547,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£665.00
1900800223,JON STROUD LIMITED,General,£664.98
8001729003,DRS CARE HOMES LTD,Temporary Accommodation,£664.29
8001761239,DRS CARE HOMES LTD,Temporary Accommodation,£664.28
8001761444,KNIGHTON MANOR LIMITED,General,£664.12
5201133475,XEROX (UK) LTD,IT and Telecoms,£663.86
8001750641,ARGOS BUSINESS SOLUTIONS LTD,Children and Education,£663.69
5201135258,NURSING HYGIENE GROUP,General,£660.92
8001726221,CHRISTIES CARE LTD,Social care,£660.00
8001754541,DILIGENT CARE SERVICES LTD,Social care,£660.00
8001750141,CHRISTIES CARE LTD,Social care,£660.00
8001725604,WEST LODGE LIMITED,Temporary Accommodation,£660.00
8001725603,WEST LODGE LIMITED,Temporary Accommodation,£660.00
1900799493,ATLAS PROPERTY LONDON LTD,Children and Education,£659.99
1900799359,YELADENU PRE-SCHOOL,Children and Education,£659.39
5201133977,KEMICO LIMITED,General,£656.70
5201133351,CROWN PROMOTIONS & REMOVALS LTD,General,£655.00
1900800482,GARDINER & THEOBOLD LLP,"Construction, Property and Fac Man",£654.30
8001737001,CIRCLE OF CARE SERVICE LTD,Social care,£654.00
1900800090,TROWERS & HAMLINS LLP,People and Recruitment,£654.00
8001744471,SEVACARE (UK) LTD,Social care,£653.40
8001744442,SEVACARE (UK) LTD,Social care,£653.40
8001751941,PREMIER CAREWAITING LTD,Social care,£652.50
8001737390,LONDON CARE PLC,Social care,£652.40
1900799526,A24 GROUP LIMITED T/A AMBITION 24 H,People and Recruitment,£651.48
8001764681,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,£651.00
8001744397,SEVACARE (UK) LTD,Social care,£650.76
8001737371,LONDON CARE PLC,Social care,£650.67
1900799329,REDACTED PERSONAL DATA,Communication,£650.54
5201133153,REDACTED PERSONAL DATA,Sport and Leisure,£650.00
1900800607,REDACTED PERSONAL DATA,Legal,£650.00
1900800115,REDACTED PERSONAL DATA,General,£650.00
5201133118,MIKE SMITH TRAINING AND CONSULTANCY,Learning and Development,£650.00
8001738181,CIRCLE OF CARE SERVICE LTD,Social care,£650.00
1900799146,TMP (UK)LIMITED,Communication,£650.00
1900799640,TMP (UK)LIMITED,Communication,£650.00
1900799055,SEVACARE (UK) LTD,General,£647.57
1900799057,SEVACARE (UK) LTD,General,£647.57
8001737306,LONDON CARE PLC,Social care,£647.44
8001750781,CYPRIOT ELDERLY & DISABLED GROUP,Social care,£646.40
1900799076,SEVACARE (UK) LTD,General,£645.49
1900800130,HAYMARKET MEDIA GROUP LTD,IT and Telecoms,£645.00
5201135547,EUROTECH SECURITY SYSTEMS PLC,"Construction, Property and Fac Man",£645.00
8001747741,SATELLITE CONSORTIUM LIMITED,Social care,£644.22
8001745641,PREMIER CAREWAITING LTD,Social care,£644.00
1900799148,NEWMAN'S THE CATERERS LIMITED,Food and Drink,£643.50
8001744235,SEVACARE (UK) LTD,Social care,£643.44
8001744249,SEVACARE (UK) LTD,Social care,£643.44
8001742201,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,£643.20
1900799215,SEVACARE (UK) LTD,General,£643.09
1900799197,SEVACARE (UK) LTD,General,£643.09
1900799060,SEVACARE (UK) LTD,General,£643.09
1900799077,SEVACARE (UK) LTD,General,£643.09
1900799217,SEVACARE (UK) LTD,General,£643.09
1900799218,SEVACARE (UK) LTD,General,£643.09
8001744385,SEVACARE (UK) LTD,Social care,£643.08
8001744278,SEVACARE (UK) LTD,Social care,£643.08
1900798993,REDACTED PERSONAL DATA,General,£643.00
5201133828,ASKEWS & HOLTS LIBRARY SERVICES LTD,Communication,£641.98
8001752421,PREMIER CAREWAITING LTD,Social care,£641.00
8001737302,LONDON CARE PLC,Social care,£640.96
8001735762,DIMENSIONS (UK) LIMITED,Social care,£640.80
8001765101,DIMENSIONS (UK) LIMITED,Social care,£640.80
8001735141,DIMENSIONS (UK) LIMITED,Social care,£640.80
8001722781,DIMENSIONS (UK) LIMITED,Social care,£640.80
8001742041,NORTH LONDON ASIAN CARE,Social care,£640.03
1900800097,IRG ADVISORS LLP,People and Recruitment,£640.00
8001732701,CYPRIOT ELDERLY & DISABLED GROUP,Social care,£640.00
1900792311,PEARSONS SOLICITORS,Legal,£640.00
8001765581,HAIL LTD,Social care,£640.00
8001728341,HAIL LTD,Social care,£640.00
5201133328,JOHN BURKE ASSOCIATES,"Construction, Property and Fac Man",£637.50
8001757401,EXTRA MILE CARE COMPANY,Social care,£637.19
8001737373,LONDON CARE PLC,Social care,£636.12
8001744195,SEVACARE (UK) LTD,Social care,£635.78
8001757521,EXTRA MILE CARE COMPANY,Social care,£634.18
1900798794,HUMAN MANAGEMENT ASSISTANCE LIMITED,General,£632.76
8001758841,EXTRA MILE CARE COMPANY,Social care,£631.18
8001738341,CORE OUTREACH & CARE SERVICES UK LT,Social care,£631.18
8001758621,EXTRA MILE CARE COMPANY,Social care,£631.18
1900800158,CORONA ENERGY RETAIL 4 LIMITED,Energy and Utilities,£630.31
8001734575,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£630.00
1900799878,TRUST EDUCATION LIMITED,Children and Education,£630.00
8001743181,RADIO MARATHON LTD,Social care,£630.00
1900799037,NORTHUMBERLAND PARK HOUSE,Temporary Accommodation,£630.00
8001737356,LONDON CARE PLC,Social care,£629.04
8001737383,LONDON CARE PLC,Social care,£629.04
5201134147,THEBIGWORD INTERPRETING SERVICES LI,Communication,£628.65
8001729821,ONE HOUSING GROUP LTD,Social care,£628.50
