Transaction  No.,Vendor Name,Category,Amount
200337440,ANCHOR TRUST,Social care,£871
8001558463,SILVER BIRCH CARE LTD,"Construction, Property and Fac Man",£870
8001558481,SILVER BIRCH CARE LTD,"Construction, Property and Fac Man",£870
8001556089,SILVER BIRCH CARE LTD,"Construction, Property and Fac Man",£870
8001558461,SILVER BIRCH CARE LTD,"Construction, Property and Fac Man",£870
8001542588,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£868
8001542612,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£868
8001542626,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£868
8001542654,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£868
8001542662,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£868
8001542663,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£868
8001542671,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,£868
8001542679,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£868
8001542680,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£868
8001542692,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£868
8001542693,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£868
8001542696,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£868
8001542698,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£868
8001542699,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£868
8001542704,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,£868
8001542710,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£868
8001542717,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£868
8001542729,WEST LODGE LIMITED,Temporary Accommodation,£868
8001542730,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£868
8001542732,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£868
8001542737,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£868
8001542743,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,£868
8001561098,LONDON CARE PLC,Social care,£867
1900789016,REDACTED PERSONAL DATA,Communication,£867
8001561036,LONDON CARE PLC,Social care,£867
8001561132,LONDON CARE PLC,Social care,£867
8001557621,UNIFIED CARE LTD,Social care,£865
8001557622,UNIFIED CARE LTD,Social care,£865
8001557224,SATELLITE CONSORTIUM LIMITED,Social care,£865
8001561051,LONDON CARE PLC,Social care,£864
8001542263,SEVACARE (UK) LTD,Social care,£863
1900789846,EXTRA MILE CARE COMPANY,General,£859
8001542146,SEVACARE (UK) LTD,Social care,£858
8001542173,SEVACARE (UK) LTD,Social care,£858
8001542111,SEVACARE (UK) LTD,Social care,£857
1900790399,ALEXANDRA PARK SCHOOL,Children and Education,£853
8001550381,2XL RECRUITMENT & TRAINING LTD,Social care,£852
8001560053,2XL RECRUITMENT & TRAINING LTD,Social care,£852
8001544662,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,£852
1900790569,REDACTED PERSONAL DATA,General,£852
8001541721,ONE HOUSING GROUP LTD,Social care,£851
5201119059,REDACTED PERSONAL DATA,Legal,£850
5201119507,SEAL HOUSING LTD,General,£850
8001559542,DEVELOPMENT & LEARNING OPPORTUNITIE,Social care,£850
8001542442,2XL RECRUITMENT & TRAINING LTD,Social care,£849
8001542461,2XL RECRUITMENT & TRAINING LTD,Social care,£849
8001551983,CHANNEL HOMES ( UK ) LTD,Temporary Accommodation,£847
8001554162,EXTRA MILE CARE COMPANY,Social care,£846
8001552721,CYPRIOT ELDERLY & DISABLED GROUP,Social care,£844
1900789847,EXTRA MILE CARE COMPANY,General,£841
8001422321,RENAISSANCE PERSONNEL LIMITED,Social care,£841
8001561727,EXTRA MILE CARE COMPANY,Social care,£841
5201118227,ILSE AMLOT CENTRE FOR WOMEN & CHILD,Children and Education,£840
1900789051,NORTHUMBERLAND PARK HOUSE,Temporary Accommodation,£840
1900789382,REDACTED PERSONAL DATA,People and Recruitment,£840
8001465261,MIG HOUSE RESIDENTIAL CARE HOME LTD,Temporary Accommodation,£840
8001465262,MIG HOUSE RESIDENTIAL CARE HOME LTD,Temporary Accommodation,£840
8001465301,MIG HOUSE RESIDENTIAL CARE HOME LTD,Temporary Accommodation,£840
8001465321,MIG HOUSE RESIDENTIAL CARE HOME LTD,Temporary Accommodation,£840
8001465322,MIG HOUSE RESIDENTIAL CARE HOME LTD,Temporary Accommodation,£840
8001465323,MIG HOUSE RESIDENTIAL CARE HOME LTD,Temporary Accommodation,£840
8001539561,PRIORY GROUP LIMITED,Travel,£840
8001546402,VINEYARD (UK) SERVICES LTD,Social care,£840
8001555470,DILIGENT CARE SERVICES LTD,Social care,£840
1900789760,REDACTED PERSONAL DATA,Social care,£840
8001554041,CIRCLE OF CARE SERVICE LTD,Social care,£839
8001548142,EXTRA MILE CARE COMPANY,Social care,£838
8001546128,THE FER VIEW,Temporary Accommodation,£837
8001545144,OASIS CARE & TRAINING AGENCY,Social care,£837
8001542604,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£837
8001542616,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£837
5201119952,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,£836
1900790078,EXTRA MILE CARE COMPANY,General,£835
8001541986,SEVACARE (UK) LTD,Social care,£835
8001548727,EXTRA MILE CARE COMPANY,Social care,£832
1900790512,THE HOPE CHARITY,Children and Education,£832
8001553641,CIRCLE OF CARE SERVICE LTD,Social care,£832
8001554223,CIRCLE OF CARE SERVICE LTD,Social care,£832
8001558642,HARINGTON SCHEME,Social care,£832
8001547265,EXTRA MILE CARE COMPANY,Social care,£830
8001561941,EXTRA MILE CARE COMPANY,Social care,£830
8001561781,EXTRA MILE CARE COMPANY,Social care,£829
1900789843,EXTRA MILE CARE COMPANY,General,£829
1900789265,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man",£828
1900789157,PRESCOTT THOMAS LTD,Food and Drink,£827
1900790093,REDACTED PERSONAL DATA,Legal,£825
8001542541,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,£823
5201118079,ARCHANT COMMUNITY MEDIA LIMITED,Communication,£822
8001545341,CARE 4 U LTD,Social care,£822
8001542254,SEVACARE (UK) LTD,Social care,£822
8001547841,WOODHOUSE ESTATES LTD,Temporary Accommodation,£819
1900789759,THE MARKFIELD PROJECT LTD,General,£819
1900790081,EXTRA MILE CARE COMPANY,General,£817
8001541956,SEVACARE (UK) LTD,Social care,£817
8001542141,SEVACARE (UK) LTD,Social care,£817
8001545242,ST LUCY LODGE,Temporary Accommodation,£817
8001558441,HOME INSTEAD SENIOR CARE,Social care,£816
5201118378,KEEGANS LTD,"Construction, Property and Fac Man",£816
5201118548,SITEXORBIS LIMITED,"Construction, Property and Fac Man",£816
8001542685,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,£816
5201119742,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man",£814
8001549721,WEST LODGE LIMITED,"Construction, Property and Fac Man",£812
8001560081,BIKUR CHOLIM LTD,Social care,£812
8001560303,BIKUR CHOLIM LTD,Social care,£812
8001560321,BIKUR CHOLIM LTD,Social care,£812
1900789863,SATELLITE CONSORTIUM LIMITED,General,£811
5201119256,CYPRIOT COMMUNITY CENTRE,General,£810
5201119937,HAYS SPECIALIST RECRUITMENT,People and Recruitment,£810
5201120024,RIGBY TAYLOR LTD,Public Realm,£808
8001542193,SEVACARE (UK) LTD,Social care,£806
1900790413,EILEEN FINCH T/A ACCESS2BOOKS,Communication,£806
8001542596,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£806
8001554182,EXTRA MILE CARE COMPANY,Social care,£805
8001546147,MILLENNIUM CARE LTD,Social care,£805
1900788725,REDACTED PERSONAL DATA,Legal,£804
5201118037,HEAD OFFICE CLEANING SERVICES LIMIT,General,£804
8001549662,PREMIER CAREWAITING LTD,Social care,£803
8001559582,EXTRA MILE CARE COMPANY,Social care,£802
8001549941,PREMIER CAREWAITING LTD,Social care,£801
8001562342,NORTH LONDON ASIAN CARE,Social care,£801
8001561103,LONDON CARE PLC,Social care,£801
8001561107,LONDON CARE PLC,Social care,£801
1900788879,TRADEWIND RECRUITMENT LTD,Children and Education,£800
1900789758,GP EXPERTS LIMITED,General,£800
1900789899,REDACTED PERSONAL DATA,Legal,£800
5201119058,REDACTED PERSONAL DATA,Legal,£800
5201119435,VOICEABILITY ADVOCACY,General,£800
5201120156,CRISIS UK,Temporary Accommodation,£800
8001539581,PRIORY GROUP LIMITED,Travel,£800
8001561023,LONDON CARE PLC,Social care,£800
8001556110,CHRISTOPHER HOUSE (LONDON) LTD,"Construction, Property and Fac Man",£799
8001546361,VINEYARD (UK) SERVICES LTD,Social care,£795
200337497,EMBRACE UK COMMUNITY SUPPORT CENTRE,Social care,£794
8001541824,HILL HOMES,Social care,£793
8001545323,CARE 4 U LTD,Social care,£792
8001548561,EXTRA MILE CARE COMPANY,Social care,£787
8001545147,OASIS CARE & TRAINING AGENCY,Social care,£786
8001541938,SEVACARE (UK) LTD,Social care,£786
8001542148,SEVACARE (UK) LTD,Social care,£786
8001542158,SEVACARE (UK) LTD,Social care,£786
8001542261,SEVACARE (UK) LTD,Social care,£786
8001541994,SEVACARE (UK) LTD,Social care,£786
8001542271,SEVACARE (UK) LTD,Social care,£786
8001561523,ADVANTAGE HEALTHCARE GROUP LIMITED,Social care,£785
8001553862,CIRCLE OF CARE SERVICE LTD,Social care,£784
5201119803,GREENCLEAN LTD,General,£784
8001558422,PREMIER CAREWAITING LTD,Social care,£782
1900789335,CLASS ESTATES LIMITED,Temporary Accommodation,£782
5201119850,XEROX (UK) LTD,IT and Telecoms,£782
8001561003,LONDON CARE PLC,Social care,£781
8001560685,LONDON CARE PLC,Social care,£781
8001560683,LONDON CARE PLC,Social care,£781
1900789033,REDACTED PERSONAL DATA,Communication,£780
1900790355,NPS LONDON LTD,"Construction, Property and Fac Man",£780
8001388066,REDACTED PERSONAL DATA,Social care,£779
8001397711,REDACTED PERSONAL DATA,Social care,£779
8001555938,SUPPORTED FOSTERING SERVICES,Children and Education,£777
8001542614,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£775
8001542615,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£775
8001542617,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£775
8001542624,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£775
8001546221,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man",£775
8001551123,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man",£775
8001556102,ST ANDREWS COMMUNITY HOUSING ASSN L,"Construction, Property and Fac Man",£775
8001556118,ST ANDREWS COMMUNITY HOUSING ASSN L,"Construction, Property and Fac Man",£775
8001556124,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man",£775
8001556148,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man",£775
8001556149,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man",£775
8001556157,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man",£775
8001560764,LONDON CARE PLC,Social care,£774
8001550321,NORTH LONDON ASIAN CARE,Social care,£772
1900789097,THE PLACEMENT GROUP (UK) LTD,People and Recruitment,£772
1900789228,THE PLACEMENT GROUP (UK) LTD,People and Recruitment,£772
8001550044,NORTH LONDON ASIAN CARE,Social care,£772
8001542034,SEVACARE (UK) LTD,Social care,£771
5201119785,SITEXORBIS LIMITED,"Construction, Property and Fac Man",£770
1900790134,FOOD HYGIENE CENTRE LIMITED,Learning and Development,£770
5201119089,COMMERCIAL PROPERTY CONSULTANCY (UK,People and Recruitment,£770
8001562425,NORTH LONDON ASIAN CARE,Social care,£769
8001556115,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man",£768
1900790304,TRIMEGA LABORATORIES LTD,Legal,£767
8001551183,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man",£766
8001556422,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man",£766
8001556088,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man",£766
8001542120,SEVACARE (UK) LTD,Social care,£766
1900788732,E.ON,Energy and Utilities,£764
8001542226,SEVACARE (UK) LTD,Social care,£763
5201118387,SUTCLIFFE PLAY LIMITED,Public Realm,£763
5201119771,BUNZL UK LTD t/a GREENHAM,General,£763
8001550519,ALLPAY LTD,Social care,£762
1900789956,ORANGE PCS LTD,IT and Telecoms,£762
5201120413,XEROX (UK) LTD,General,£759
8001546153,THE LIMES RESIDENTIAL CARE HOME,Social care,£757
8001550281,NORTH LONDON ASIAN CARE,Social care,£757
1900790189,PLEXUS LAW (OFFICE ACCOUNT),Finance,£756
8001550001,PREMIER CAREWAITING LTD,Social care,£755
8001553473,REDACTED PERSONAL DATA,Children and Education,£754
8001562304,REDACTED PERSONAL DATA,Social care,£754
1900790342,LAKEHOUSE CONTRACTS LTD,"Construction, Property and Fac Man",£753
1900789241,SERVEST (COMMERICAL & PUBLIC SECTOR,General,£751
1900788853,PAEDIATRIC NURSING LINK LTD,Children and Education,£751
1900789344,REDACTED PERSONAL DATA,Children and Education,£750
1900790302,EFIBA ARTS AND AFRICAN CULTURAL DEV,Sport and Leisure,£750
5201118574,DX NETWORK SERVICES LTD,Travel,£750
8001546544,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man",£750
8001554621,HAZELDENE LTD,"Construction, Property and Fac Man",£750
8001552841,DILIGENT CARE SERVICES LTD,Social care,£748
5201118361,P N IZZO CONSULTING,People and Recruitment,£748
8001542213,SEVACARE (UK) LTD,Social care,£748
5201118749,TRUSTMARQUE SOLUTIONS LIMITED,IT and Telecoms,£748
5201118635,UK POWER NETWORKS (OPERATIONS) LTD,Public Realm,£747
8001547391,ARGOS BUSINESS SOLUTIONS LTD,Children and Education,£745
8001542210,SEVACARE (UK) LTD,Social care,£745
8001548781,EXTRA MILE CARE COMPANY,Social care,£745
8001561546,EXTRA MILE CARE COMPANY,Social care,£745
8001561083,LONDON CARE PLC,Social care,£745
8001542046,SEVACARE (UK) LTD,Social care,£745
1900788743,SILVER BIRCH CARE LTD,Children and Education,£742
8001545179,WATERFALL HOUSE LTD,Temporary Accommodation,£741
5201119194,RUSKINS TREE SURGERY LTD,Public Realm,£741
8001547560,ALLPAY LTD,Children and Education,£740
8001559362,EBONYCARE,"Construction, Property and Fac Man",£740
8001561662,EBONYCARE,"Construction, Property and Fac Man",£740
5201119221,SWALLOWMAX LTD,Communication,£739
5201119615,CRISIS UK,Temporary Accommodation,£738
5201119616,CRISIS UK,Temporary Accommodation,£738
1900789804,PLEXUS CLIENT ACCOUNT,Finance,£737
8001560701,LONDON CARE PLC,Social care,£736
8001560782,LONDON CARE PLC,Social care,£736
8001559962,PRECIOUS HOMES LTD,Social care,£735
8001542605,RHP SERVICES LIMITED,"Construction, Property and Fac Man",£735
8001544570,CIRCA CARE LTD,Temporary Accommodation,£735
8001552863,EXTRA MILE CARE COMPANY,Social care,£733
8001551662,ARGOS BUSINESS SOLUTIONS LTD,Children and Education,£733
8001551906,OASIS CARE & TRAINING AGENCY,Social care,£733
5201118570,MYERS (IDEAL SUPPLIES) LTD,General,£732
5201119768,ASKEWS & HOLTS LIBRARY SERVICES LTD,Communication,£729
5201117942,XEROX FINANCE LTD,IT and Telecoms,£729
8001542741,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man",£729
5201117935,XEROX FINANCE LTD,IT and Telecoms,£729
5201118189,XEROX FINANCE LTD,IT and Telecoms,£729
1900790095,TWO FOLD LIMITED,General,£728
8001472273,VITALISE,Social care,£728
8001556341,RESPOND,Social care,£727
5201118187,XEROX FINANCE LTD,IT and Telecoms,£724
5201119467,BERTRAM TRADING LTD,Communication,£724
8001549561,PREMIER CAREWAITING LTD,Social care,£722
1900788781,REDACTED PERSONAL DATA,Children and Education,£720
1900790662,NORTH LONDON COMMUNITY CARE AGENCY,General,£720
8001542203,SEVACARE (UK) LTD,Social care,£720
8001555469,DILIGENT CARE SERVICES LTD,Social care,£720
8001542009,SEVACARE (UK) LTD,Social care,£720
1900788982,REDACTED PERSONAL DATA,Communication,£718
5201118528,MAISON MOTI LTD,Social care,£718
5201118529,MAISON MOTI LTD,Social care,£718
5201118530,MAISON MOTI LTD,Social care,£718
5201118531,MAISON MOTI LTD,Social care,£718
5201118532,MAISON MOTI LTD,Social care,£718
5201118533,MAISON MOTI LTD,Social care,£718
5201118534,MAISON MOTI LTD,Social care,£718
5201118535,MAISON MOTI LTD,Social care,£718
5201118536,MAISON MOTI LTD,Social care,£718
5201118537,MAISON MOTI LTD,Social care,£718
5201118538,MAISON MOTI LTD,Social care,£718
5201118539,MAISON MOTI LTD,Social care,£718
8001561801,EXTRA MILE CARE COMPANY,Social care,£718
1900788745,ATLANTIC LODGE  LTD,Children and Education,£718
8001562421,NORTH LONDON ASIAN CARE,Social care,£717
8001557461,SATELLITE CONSORTIUM LIMITED,Social care,£716
8001546744,GATEWAY LEGAL & PROF SRVS (UK) LTD,Temporary Accommodation,£715
8001541931,SEVACARE (UK) LTD,Social care,£715
8001541976,SEVACARE (UK) LTD,Social care,£715
8001542005,SEVACARE (UK) LTD,Social care,£715
8001542017,SEVACARE (UK) LTD,Social care,£715
8001542033,SEVACARE (UK) LTD,Social care,£715
8001542039,SEVACARE (UK) LTD,Social care,£715
8001542079,SEVACARE (UK) LTD,Social care,£715
8001542082,SEVACARE (UK) LTD,Social care,£715
8001542090,SEVACARE (UK) LTD,Social care,£715
8001542101,SEVACARE (UK) LTD,Social care,£715
8001542122,SEVACARE (UK) LTD,Social care,£715
8001542124,SEVACARE (UK) LTD,Social care,£715
8001542135,SEVACARE (UK) LTD,Social care,£715
8001542144,SEVACARE (UK) LTD,Social care,£715
8001542208,SEVACARE (UK) LTD,Social care,£715
8001542240,SEVACARE (UK) LTD,Social care,£715
8001542281,SEVACARE (UK) LTD,Social care,£715
8001542295,SEVACARE (UK) LTD,Social care,£715
8001542308,SEVACARE (UK) LTD,Social care,£715
8001542081,SEVACARE (UK) LTD,Social care,£715
8001542133,SEVACARE (UK) LTD,Social care,£715
8001542185,SEVACARE (UK) LTD,Social care,£715
8001542321,SEVACARE (UK) LTD,Social care,£715
8001554161,EXTRA MILE CARE COMPANY,Social care,£714
8001556279,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,£713
8001550021,NORTH LONDON ASIAN CARE,Social care,£713
8001561072,LONDON CARE PLC,Social care,£713
8001541141,SATELLITE CONSORTIUM LIMITED,Social care,£710
5201119198,XEROX FINANCE LTD,IT and Telecoms,£710
1900775865,THE HOPE CHARITY,Children and Education,£710
8001555341,DILIGENT CARE SERVICES LTD,Social care,£710
5201118798,EXPOSURE ORGANISATION LTD,Communication,£709
8001556153,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man",£709
8001545347,CARE 4 U LTD,Social care,£708
5201119197,ONLINE ERGONOMICS LTD,People and Recruitment,£708
8001551283,SAPH LTD,Social care,£707
8001561093,LONDON CARE PLC,Social care,£705
5201119798,JOHN BURKE ASSOCIATES,"Construction, Property and Fac Man",£705
8001542035,SEVACARE (UK) LTD,Social care,£705
1900789458,THAMES WATER UTILITIES LTD,Energy and Utilities,£704
8001411028,REDACTED PERSONAL DATA,Social care,£703
8001561126,LONDON CARE PLC,Social care,£703
8001549921,PREMIER CAREWAITING LTD,Social care,£702
1900788806,INITIAL WASHROOM SOLUTIONS,General,£702
1900789691,STOR-A-FILE LTD,General,£702
5201117988,HARINGEY PLAY ASSOCIATION,General,£700
5201119780,CIPFA,Finance,£700
5201120032,REDACTED PERSONAL DATA,Legal,£700
8001542714,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£700
8001544845,OURRIS PROPERTIES LIMITED,Social care,£700
8001555801,ADOPTION UK,Communication,£700
8001542313,SEVACARE (UK) LTD,Social care,£699
1900790381,THE PLACEMENT GROUP (UK) LTD,People and Recruitment,£698
1900789739,REDACTED PERSONAL DATA,General,£698
1900790357,BROWNE JACOBSON LLP,Finance,£696
8001545661,DEVELOPMENT & LEARNING OPPORTUNITIE,Social care,£696
8001559562,DEVELOPMENT & LEARNING OPPORTUNITIE,Social care,£696
8001561137,LONDON CARE PLC,Social care,£696
1900788774,REDACTED PERSONAL DATA,General,£695
8001538161,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,£695
8001541923,SEVACARE (UK) LTD,Social care,£694
8001556114,AFTER CARE (N W) LIMITED,"Construction, Property and Fac Man",£692
8001537262,SATELLITE CONSORTIUM LIMITED,Social care,£692
5201119109,BOC LIMITED,Energy and Utilities,£690
8001548861,BIKUR CHOLIM LTD,Social care,£690
8001542178,SEVACARE (UK) LTD,Social care,£689
8001542196,SEVACARE (UK) LTD,Social care,£689
5201119738,ALEXANDRA TOOL HIRE,"Construction, Property and Fac Man",£689
5201119975,HENSON FOODS LTD,Food and Drink,£686
8001548341,ADOPTION UK,Communication,£685
8001548402,ADOPTION UK,Communication,£685
8001544541,ADVANTAGE HEALTHCARE GROUP LIMITED,Social care,£685
8001561524,ADVANTAGE HEALTHCARE GROUP LIMITED,Social care,£685
8001561525,ADVANTAGE HEALTHCARE GROUP LIMITED,Social care,£685
8001561531,ADVANTAGE HEALTHCARE GROUP LIMITED,Social care,£685
5201118055,XEROX (UK) LTD,IT and Telecoms,£684
8001540721,CIRCLE OF CARE SERVICE LTD,Social care,£684
8001540741,CIRCLE OF CARE SERVICE LTD,Social care,£684
8001540761,CIRCLE OF CARE SERVICE LTD,Social care,£684
8001557141,ARGOS BUSINESS SOLUTIONS LTD,Children and Education,£682
8001551402,SAPH LTD,Social care,£682
8001556441,SAPH LTD,Social care,£682
5201118362,P N IZZO CONSULTING,People and Recruitment,£682
8001541842,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,£682
8001542594,WEST LODGE LIMITED,"Construction, Property and Fac Man",£682
8001545241,WEST LODGE LIMITED,Temporary Accommodation,£682
8001554761,WEST LODGE LIMITED,Temporary Accommodation,£682
8001554762,WEST LODGE LIMITED,Temporary Accommodation,£682
8001556278,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,£682
1900788800,FOREST CARE SERVICES LIMITED,Children and Education,£682
1900788747,QUEENS HOTEL LIMITED,Temporary Accommodation,£680
5201119941,ALLEN LANE LTD,People and Recruitment,£680
8001558903,HEADWAY EAST LONDON,Social care,£680
8001558906,HEADWAY EAST LONDON,Social care,£680
8001558944,HEADWAY EAST LONDON,Social care,£680
1900790368,B & L COACHES,Travel,£680
5201119442,ONLINE ERGONOMICS LTD,People and Recruitment,£680
8001544857,REDACTED PERSONAL DATA,Temporary Accommodation,£676
8001553563,CIRCLE OF CARE SERVICE LTD,Social care,£676
1900789215,REDACTED PERSONAL DATA,Finance,£675
8001542602,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£675
8001554561,CYPRIOT ELDERLY & DISABLED GROUP,Social care,£675
1900790502,CYPRIOT ELDERLY & DISABLED GROUP,General,£675
8001542253,SEVACARE (UK) LTD,Social care,£674
8001542041,SEVACARE (UK) LTD,Social care,£674
8001542232,SEVACARE (UK) LTD,Social care,£674
8001551903,OASIS CARE & TRAINING AGENCY,Social care,£673
8001561152,LONDON CARE PLC,Social care,£672
8001554002,VINEYARD (UK) SERVICES LTD,Social care,£672
8001561012,LONDON CARE PLC,Social care,£671
8001556108,METROPOLITAN HOUSING TRUST LTD,"Construction, Property and Fac Man",£671
8001548382,ADOPTION UK,Communication,£670
8001551322,SAPH LTD,Social care,£668
8001556921,SATELLITE CONSORTIUM LIMITED,Social care,£668
8001557243,SATELLITE CONSORTIUM LIMITED,Social care,£668
8001557281,SATELLITE CONSORTIUM LIMITED,Social care,£668
8001557441,SATELLITE CONSORTIUM LIMITED,Social care,£668
1900789000,REDACTED PERSONAL DATA,Communication,£668
8001561002,LONDON CARE PLC,Social care,£668
1900789849,EXTRA MILE CARE COMPANY,General,£667
8001561099,LONDON CARE PLC,Social care,£667
8001561116,LONDON CARE PLC,Social care,£667
5201118388,KOMPAN LTD,Public Realm,£667
8001545285,OASIS CARE & TRAINING AGENCY,Social care,£666
8001554022,CIRCLE OF CARE SERVICE LTD,Social care,£666
8001542227,SEVACARE (UK) LTD,Social care,£665
8001545363,DRS CARE HOMES LTD,Temporary Accommodation,£664
8001561526,DRS CARE HOMES LTD,Temporary Accommodation,£664
1900788777,REDACTED PERSONAL DATA,General,£663
8001561110,LONDON CARE PLC,Social care,£663
8001548241,EXTRA MILE CARE COMPANY,Social care,£661
8001561522,ADVANTAGE HEALTHCARE GROUP LIMITED,Social care,£661
1900789970,CHRISTIES CARE LTD,General,£660
1900789976,CHRISTIES CARE LTD,General,£660
1900790303,HARINGEY SIXTH FORM EDUCATION,Learning and Development,£660
8001560064,CHRISTIES CARE LTD,Social care,£660
8001560065,CHRISTIES CARE LTD,Social care,£660
8001560066,CHRISTIES CARE LTD,Social care,£660
8001556082,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man",£660
8001556087,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man",£660
8001556091,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£660
8001556092,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£660
8001556093,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man",£660
8001556097,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man",£660
8001556099,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man",£660
8001556100,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£660
8001556111,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man",£660
8001556116,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man",£660
8001552435,THE ABBEYFIELD NORTH LONDON SOCIETY,General,£660
8001561025,LONDON CARE PLC,Social care,£660
8001561157,LONDON CARE PLC,Social care,£660
8001556131,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man",£659
1900790057,DEPARTMENT FOR WORK AND PENSIONS,General,£659
8001561019,LONDON CARE PLC,Social care,£657
5201118773,KEMICO LIMITED,General,£657
1900789005,REDACTED PERSONAL DATA,Communication,£656
8001554021,VINEYARD (UK) SERVICES LTD,Social care,£655
1900790202,PLEXUS LAW (OFFICE ACCOUNT),Finance,£655
1900788916,RICOH UK LTD,Legal,£655
8001553621,CIRCLE OF CARE SERVICE LTD,Social care,£654
8001542284,SEVACARE (UK) LTD,Social care,£653
8001542320,SEVACARE (UK) LTD,Social care,£653
8001561062,LONDON CARE PLC,Social care,£653
8001554081,CIRCLE OF CARE SERVICE LTD,Social care,£653
8001561139,LONDON CARE PLC,Social care,£653
5201119125,ONLINE ERGONOMICS LTD,People and Recruitment,£652
1900789126,PEARCE PANDYA CONSULTANCY SERVICES,People and Recruitment,£651
8001556283,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,£651
1900788719,WORKFIT-UK LTD,People and Recruitment,£650
1900789111,TMP (UK)LIMITED,Communication,£650
5201119495,MP TRAINING & CONSULTANCY LTD,Learning and Development,£650
5201120426,MP TRAINING & CONSULTANCY LTD,Learning and Development,£650
8001554341,CIRCLE OF CARE SERVICE LTD,Social care,£650
8001559981,BIKUR CHOLIM LTD,Social care,£649
5201118541,MAISON MOTI LTD,Social care,£648
8001561066,LONDON CARE PLC,Social care,£647
8001542762,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,£647
8001410362,CIRCLE OF CARE SERVICE LTD,Social care,£645
