Transaction No.,Vendor Name, Category ,Amount
8001724945,SEVACARE (UK) LTD,Social Care,"£1,064.51"
8001724307,CENTRAL HOUSING GROUP LTD,"Construction, Property and Fac Man","£1,064.00"
8001721828,THE ABBEYFIELD NORTH LONDON SOCIETY,Temporary Accommodation,"£1,063.12"
8001725089,SEVACARE (UK) LTD,Social Care,"£1,061.96"
5201130793,REDACTED PERSONAL DATA,Sport and Leisure,"£1,061.46"
8001613161,HOFFMANN FOUNDATION FOR AUTISM,"Construction, Property and Fac Man","£1,059.80"
5201131926,ALEXANDRA PALACE TRADING LTD,General,"£1,058.50"
8001724957,SEVACARE (UK) LTD,Social Care,"£1,056.84"
8001700201,TURKISH CYPRIOT COMMUNITY ASSN.,Social Care,"£1,055.60"
5201131606,REDACTED PERSONAL DATA,Sport and Leisure,"£1,054.00"
1900797422,LONDON BOROUGH OF ENFIELD,People and Recruitment,"£1,053.90"
8001683333,LONDON CARE PLC,Social Care,"£1,052.24"
8001690201,NORWOOD SCHOOLS LTD,Social Care,"£1,050.60"
1900798497,VAROSI ESTATES LIMITED,Temporary Accommodation,"£1,050.00"
1900798500,VAROSI ESTATES LIMITED,Temporary Accommodation,"£1,050.00"
5201131227,ALLEN LANE LTD,Finance,"£1,050.00"
8001702074,GATEWAY LEGAL & PROF SRVS (UK) LTD,Temporary Accommodation,"£1,050.00"
8001702075,GATEWAY LEGAL & PROF SRVS (UK) LTD,Temporary Accommodation,"£1,050.00"
8001702078,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,050.00"
8001702080,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,"£1,050.00"
8001702083,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,050.00"
8001702100,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,050.00"
8001702104,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,050.00"
8001702123,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,050.00"
8001702130,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,050.00"
8001702136,WEST LODGE LIMITED,"Construction, Property and Fac Man","£1,050.00"
8001702138,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,050.00"
8001709467,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,050.00"
8001717581,DEVELOPMENT & LEARNING OPPORTUNITIE,Social Care,"£1,048.52"
1900796925,THE PLACEMENT GROUP (UK) LTD,People and Recruitment,"£1,047.66"
1900797440,THE PLACEMENT GROUP (UK) LTD,People and Recruitment,"£1,047.66"
1900797520,THE PLACEMENT GROUP (UK) LTD,People and Recruitment,"£1,047.66"
8001683436,LONDON CARE PLC,Social Care,"£1,045.24"
8001700061,CYPRIAN CARE LTD,Social Care,"£1,044.90"
8001698961,SATELLITE CONSORTIUM LIMITED,Social Care,"£1,041.10"
5201131768,SWIFT CATERING EQUIPMENT LTD,Food and Drink,"£1,040.38"
1900797855,TRADEWIND RECRUITMENT LTD,Children and Education,"£1,040.00"
8001706701,BAYTREE COMMUNITY CARE LIMITED,Temporary Accommodation,"£1,040.00"
5201129953,REDACTED PERSONAL DATA,Sport and Leisure,"£1,039.60"
8001717158,HUGH MYDDLETON HOUSE,Temporary Accommodation,"£1,038.90"
8001725182,SEVACARE (UK) LTD,Social Care,"£1,038.64"
5201130272,REDACTED PERSONAL DATA,Sport and Leisure,"£1,036.80"
8001702601,DILIGENT CARE SERVICES LTD,Social Care,"£1,035.20"
8001722381,DILIGENT CARE SERVICES LTD,Social Care,"£1,035.20"
8001703381,FOCUS CARELINK LTD,Social Care,"£1,035.00"
8001724924,SEVACARE (UK) LTD,Social Care,"£1,033.90"
8001717087,ABBEY RAVENSCROFT PARK LTD,Temporary Accommodation,"£1,033.90"
5201130150,REDACTED PERSONAL DATA,Sport and Leisure,"£1,033.33"
5201130850,REDACTED PERSONAL DATA,Social Care,"£1,030.72"
8001683459,LONDON CARE PLC,Social Care,"£1,029.57"
8001683414,LONDON CARE PLC,Social Care,"£1,026.61"
8001683868,LONDON CARE PLC,Social Care,"£1,024.20"
1900798553,REDACTED PERSONAL DATA,General,"£1,020.40"
1900796969,QA LIMITED,Learning and Development,"£1,020.25"
1900798171,HARINGEY ADVISORY GRP ON ALCOHOL,Public Health,"£1,020.00"
8001702002,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,020.00"
8001702026,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,020.00"
8001724007,FINEFAIR LTD,"Construction, Property and Fac Man","£1,018.57"
5201131590,ILSE AMLOT CENTRE FOR WOMEN & CHILD,Children and Education,"£1,018.50"
8001699961,GENEVA ROAD LTD,Social Care,"£1,017.29"
8001715083,CARE R US LTD T/A KROSSROADS,"Construction, Property and Fac Man","£1,016.58"
5201130903,OMEGA LETTINGS LTD,Temporary Accommodation,"£1,014.91"
5201132726,OMEGA LETTINGS LTD,Temporary Accommodation,"£1,014.91"
8001718346,WOODSIDE HOME,Temporary Accommodation,"£1,014.54"
5201131033,RIDGE AND PARTNERS LLP,"Construction, Property and Fac Man","£1,014.50"
8001697581,CIRCLE OF CARE SERVICE LTD,Social Care,"£1,014.00"
1900797833,PLEXUS LAW (OFFICE ACCOUNT),Finance,"£1,011.78"
8001680021,ROYAL MENCAP SOCIETY,Social Care,"£1,011.40"
8001709141,CORE OUTREACH & CARE SERVICES UK LT,Social Care,"£1,008.00"
5201131987,JUST DISPLAYS LTD,Communication,"£1,005.04"
1900797504,WATKINS GRAY INTERNATIONAL LLP,People and Recruitment,"£1,002.75"
8001724967,SEVACARE (UK) LTD,Social Care,"£1,000.60"
1900796788,TRADEWIND RECRUITMENT LTD,Children and Education,"£1,000.00"
1900797844,TRADEWIND RECRUITMENT LTD,Children and Education,"£1,000.00"
1900797848,TRADEWIND RECRUITMENT LTD,Children and Education,"£1,000.00"
1900797853,TRADEWIND RECRUITMENT LTD,Children and Education,"£1,000.00"
1900797854,TRADEWIND RECRUITMENT LTD,Children and Education,"£1,000.00"
1900797856,TRADEWIND RECRUITMENT LTD,Children and Education,"£1,000.00"
1900797857,TRADEWIND RECRUITMENT LTD,Children and Education,"£1,000.00"
1900797859,TRADEWIND RECRUITMENT LTD,Children and Education,"£1,000.00"
1900797861,TRADEWIND RECRUITMENT LTD,Children and Education,"£1,000.00"
1900797863,TRADEWIND RECRUITMENT LTD,Children and Education,"£1,000.00"
1900798004,REDACTED PERSONAL DATA,General,"£1,000.00"
5201131387,SNAP SURVEYS LTD,Learning and Development,"£1,000.00"
5201131388,SNAP SURVEYS LTD,Learning and Development,"£1,000.00"
8001716006,ALLPAY LTD,General,"£1,000.00"
8001715762,MAPLE CARE AND SUPPORT SERVICES LTD,Social Care,£999.88
8001715861,MAPLE CARE AND SUPPORT SERVICES LTD,Social Care,£999.88
5201131195,PRESS ASSOCIATION LTD,Communication,£999.70
8001683338,LONDON CARE PLC,Social Care,£999.60
5201131266,REDACTED PERSONAL DATA,Sport and Leisure,£998.01
1900798522,ROKESLY INFANT & NURSERY SCH,Children and Education,£997.92
8001723985,ST ANDREWS COMMUNITY HOUSING ASSN L,"Construction, Property and Fac Man",£996.43
8001724079,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man",£996.43
5201131204,LYNCADE LTD t/a CAVENDISH CARS,Travel,£995.86
5201132237,OSTEOPATHIC SOLUTIONS LTD,Learning and Development,£995.00
8001718541,NORTH LONDON ASIAN CARE,Social Care,£992.88
8001723984,WOODHOUSE ESTATES LTD,"Construction, Property and Fac Man",£992.00
8001725009,SEVACARE (UK) LTD,Social Care,£990.46
1900798268,THE ROCKSTONE COMMUNITY FOUNDATION,Sport and Leisure,£990.00
1900798269,THE ROCKSTONE COMMUNITY FOUNDATION,Sport and Leisure,£990.00
1900798661,BINOH,Children and Education,£990.00
1900798684,PLEXUS LAW (OFFICE ACCOUNT),Finance,£990.00
5201131665,JCT CONSULTANCY LTD,People and Recruitment,£990.00
8001702028,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man",£990.00
8001702034,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man",£990.00
8001702087,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man",£990.00
8001702105,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man",£990.00
8001702109,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man",£990.00
8001702128,W M PROPERTY ASSOCIATES LIMITED,"Construction, Property and Fac Man",£990.00
8001702139,W M PROPERTY ASSOCIATES LIMITED,"Construction, Property and Fac Man",£990.00
8001709497,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£990.00
1900797667,MOYGLEN CONSTRUCTION LTD,"Construction, Property and Fac Man",£989.30
1900797645,DIGNITY FUNERALS LTD,Legal,£989.00
8001698901,CIRCLE OF CARE SERVICE LTD,Social Care,£988.00
8001715681,DEVELOPMENT & LEARNING OPPORTUNITIE,Social Care,£988.00
5201131276,REDACTED PERSONAL DATA,Sport and Leisure,£987.16
8001697481,CIRCLE OF CARE SERVICE LTD,Social Care,£986.00
5201131620,REDACTED PERSONAL DATA,Sport and Leisure,£985.80
8001712141,EXTRA MILE CARE COMPANY,Social Care,£985.66
8001726815,FOSTERING OUTCOMES LTD,Children and Education,£985.56
1900798203,FINEFAIR LTD,Children and Education,£985.50
8001695901,FINEFAIR LTD,"Construction, Property and Fac Man",£985.50
1900797437,PULSE HEALTHCARE LTD,People and Recruitment,£984.66
8001718162,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,£981.55
8001724913,SEVACARE (UK) LTD,Social Care,£979.96
8001687201,NORWOOD SCHOOLS LTD,"Construction, Property and Fac Man",£978.08
8001698541,CIRCLE OF CARE SERVICE LTD,Social Care,£977.56
5201131382,ELEGANCE FURNITURE SUPPLIES LTD,General,£976.25
8001705141,ONE HOUSING GROUP LTD,Social Care,£974.95
8001694201,BIKUR CHOLIM LTD,Social Care,£974.16
8001694261,BIKUR CHOLIM LTD,Social Care,£974.16
8001694341,BIKUR CHOLIM LTD,Social Care,£974.16
8001650661,W M PROPERTY ASSOCIATES LIMITED,"Construction, Property and Fac Man",£972.00
8001696243,SPRINGDENE NURSING & CARE HOMES LTD,Social Care,£971.43
5201131265,REDACTED PERSONAL DATA,Sport and Leisure,£970.00
1900798530,BRITISH GAS TRADING LIMITED,Energy and Utilities,£969.74
1900797502,NPS GROUP LTD,People and Recruitment,£969.28
1900797627,REDACTED PERSONAL DATA,Communication,£968.92
8001717353,REDACTED PERSONAL DATA,Social Care,£968.26
8001700641,TURKISH CYPRIOT COMMUNITY ASSN.,Social Care,£966.00
5201132016,REDACTED PERSONAL DATA,Sport and Leisure,£963.06
1900797697,REDACTED PERSONAL DATA,People and Recruitment,£960.00
8001702027,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man",£960.00
8001702029,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man",£960.00
8001702044,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man",£960.00
8001702070,GATEWAY LEGAL & PROF SRVS (UK) LTD,Temporary Accommodation,£960.00
8001702076,GATEWAY LEGAL & PROF SRVS (UK) LTD,Temporary Accommodation,£960.00
8001702661,DILIGENT CARE SERVICES LTD,Social Care,£960.00
8001713565,HOFFMANN FOUNDATION FOR AUTISM,Social Care,£960.00
8001650667,W M PROPERTY ASSOCIATES LIMITED,"Construction, Property and Fac Man",£957.00
8001709541,CORE OUTREACH & CARE SERVICES UK LT,Social Care,£955.20
8001700561,SATELLITE CONSORTIUM LIMITED,Social Care,£954.40
1900797101,HORIZON TEACHERS LTD,Children and Education,£950.00
1900797842,HORIZON TEACHERS LTD,Children and Education,£950.00
8001709601,EXTRA MILE CARE COMPANY,Social Care,£949.58
8001700361,TURKISH CYPRIOT COMMUNITY ASSN.,Social Care,£948.75
5201131782,REDACTED PERSONAL DATA,Sport and Leisure,£948.60
5201131897,HUDSON GLOBAL RESOURCES LTD,People and Recruitment,£947.64
8001718821,ANDERSEN CARE LIMITED,Social Care,£947.24
8001724995,SEVACARE (UK) LTD,Social Care,£947.10
5201131932,GLS EDUCATIONAL SUPPLIES LIMITED,Children and Education,£944.75
1900797926,MYERS (IDEAL SUPPLIES) LTD,General,£943.50
8001683304,LONDON CARE PLC,Social Care,£943.47
5201130560,MYERS (IDEAL SUPPLIES) LTD,General,£942.00
8001716841,SENSE,Social Care,£935.68
5201132690,RINGWAY JACOBS LIMITED,Public Realm,£932.40
5201131228,COMPACT STORAGE LIMITED,"Construction, Property and Fac Man",£931.60
1900797708,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man",£930.00
5201132037,REDACTED PERSONAL DATA,Sport and Leisure,£930.00
8001723951,WOODHOUSE ESTATES LTD,"Construction, Property and Fac Man",£930.00
8001724005,HOLMDENE HOUSING LIMITED,"Construction, Property and Fac Man",£930.00
8001724025,WOODHOUSE ESTATES LTD,"Construction, Property and Fac Man",£930.00
8001724989,SEVACARE (UK) LTD,Social Care,£929.24
8001725173,SEVACARE (UK) LTD,Social Care,£929.24
8001714261,SAPH LTD,Social Care,£929.20
8001724944,SEVACARE (UK) LTD,Social Care,£929.04
8001725121,SEVACARE (UK) LTD,Social Care,£929.04
8001725234,SEVACARE (UK) LTD,Social Care,£929.04
8001724954,SEVACARE (UK) LTD,Social Care,£928.92
8001704941,ONE HOUSING GROUP LTD,Social Care,£928.14
5201131918,REDACTED PERSONAL DATA,Sport and Leisure,£926.87
5201131619,REDACTED PERSONAL DATA,Sport and Leisure,£925.70
5201132036,REDACTED PERSONAL DATA,Sport and Leisure,£923.80
8001717721,DEVELOPMENT & LEARNING OPPORTUNITIE,Social Care,£920.75
5201131236,CROWN PROMOTIONS & REMOVALS LTD,General,£920.00
8001691935,PARENTS & CHILDREN TOGETHER,Children and Education,£920.00
1900797908,YELADENU PRE-SCHOOL,Children and Education,£918.54
5201130854,REDACTED PERSONAL DATA,Social Care,£916.20
5201130855,REDACTED PERSONAL DATA,Social Care,£916.20
8001683383,LONDON CARE PLC,Social Care,£915.12
8001683326,LONDON CARE PLC,Social Care,£914.28
1900797450,VIRGIN MEDIA PAYMENTS LIMITED,IT and Telecoms,£914.26
5201130967,REDACTED PERSONAL DATA,Public Health,£914.19
1900797886,VIRGIN MEDIA PAYMENTS LIMITED,IT and Telecoms,£914.00
8001721441,HAIL LTD,Social Care,£912.60
8001723041,REDACTED PERSONAL DATA,Social Care,£908.61
8001725133,SEVACARE (UK) LTD,Social Care,£908.60
8001698941,CIRCLE OF CARE SERVICE LTD,Social Care,£908.00
8001717072,BROOKLAND HOMES LTD,Temporary Accommodation,£907.42
5201131053,REDACTED PERSONAL DATA,Sport and Leisure,£905.95
5201131569,SWALLOWMAX LTD,Communication,£905.57
8001724964,SEVACARE (UK) LTD,Social Care,£902.93
5201131343,BUSINESS STORAGE SOLUTIONS LTD,General,£901.45
1900797442,REDACTED PERSONAL DATA,People and Recruitment,£900.00
1900798632,REDACTED PERSONAL DATA,People and Recruitment,£900.00
1900798688,BOULEVARD EVENTS LTD,Children and Education,£900.00
8001679781,REMARK! LTD,Social Care,£900.00
8001702020,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man",£900.00
8001702023,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man",£900.00
8001702038,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man",£900.00
8001702041,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man",£900.00
8001702051,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man",£900.00
8001702057,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man",£900.00
8001702119,W M PROPERTY ASSOCIATES LIMITED,Temporary Accommodation,£900.00
8001702124,W M PROPERTY ASSOCIATES LIMITED,"Construction, Property and Fac Man",£900.00
8001709460,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,£900.00
8001709462,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£900.00
8001724032,WOODHOUSE ESTATES LTD,"Construction, Property and Fac Man",£899.00
8001724048,WOODHOUSE ESTATES LTD,"Construction, Property and Fac Man",£899.00
8001724061,WEST LODGE LIMITED,"Construction, Property and Fac Man",£899.00
8001702003,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man",£898.80
1900797083,THE HOPE CHARITY,Children and Education,£896.00
5201131989,ELEGANCE FURNITURE SUPPLIES LTD,General,£895.80
1900797033,BBL GLASS,"Construction, Property and Fac Man",£895.00
8001700681,TURKISH CYPRIOT COMMUNITY ASSN.,Social Care,£894.95
8001725198,SEVACARE (UK) LTD,Social Care,£893.20
5201132031,REDACTED PERSONAL DATA,Sport and Leisure,£892.80
8001683412,LONDON CARE PLC,Social Care,£891.28
5201131789,REDACTED PERSONAL DATA,Sport and Leisure,£888.66
8001689301,OASIS CARE & TRAINING AGENCY,Social Care,£888.00
8001708701,OASIS CARE & TRAINING AGENCY,Social Care,£888.00
5201131249,HUDSON GLOBAL RESOURCES LTD,People and Recruitment,£884.52
5201131151,REDACTED PERSONAL DATA,Sport and Leisure,£882.46
8001724055,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man",£882.35
1900798642,BUTLERS RECRUITMENT CONSULTANCY LTD,People and Recruitment,£882.05
8001713481,HAIL LTD,Social Care,£878.90
5201131872,POSTURITE (UK) LTD,People and Recruitment,£878.23
8001707141,CYPRIAN CARE LTD,Social Care,£877.20
8001718661,NORTH LONDON ASIAN CARE,Social Care,£875.56
5201130827,REDACTED PERSONAL DATA,Sport and Leisure,£874.00
8001725141,SEVACARE (UK) LTD,Social Care,£872.94
5201132024,WHITE PEBBLE MEDIA LTD T/A LAURA PA,Sport and Leisure,£872.13
8001713842,HAIL LTD,Social Care,£872.00
8001723964,SILVER BIRCH CARE LTD,"Construction, Property and Fac Man",£870.17
5201131863,HAYS SPECIALIST RECRUITMENT,People and Recruitment,£870.00
5201132013,REDACTED PERSONAL DATA,Sport and Leisure,£870.00
8001702012,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£870.00
8001723962,SILVER BIRCH CARE LTD,"Construction, Property and Fac Man",£869.59
8001723967,SILVER BIRCH CARE LTD,"Construction, Property and Fac Man",£869.59
8001723970,SILVER BIRCH CARE LTD,"Construction, Property and Fac Man",£869.59
1900798708,LONDON CARE PLC,General,£867.44
1900798711,LONDON CARE PLC,General,£867.44
1900798712,LONDON CARE PLC,General,£867.44
1900798713,LONDON CARE PLC,General,£867.44
8001683394,LONDON CARE PLC,Social Care,£867.44
8001709470,PLACES FOR PPL INDIVIDUAL SUPPORT L,"Construction, Property and Fac Man",£867.26
8001683334,LONDON CARE PLC,Social Care,£866.60
8001683350,LONDON CARE PLC,Social Care,£866.60
8001683427,LONDON CARE PLC,Social Care,£866.60
8001683380,LONDON CARE PLC,Social Care,£866.60
8001705381,ONE HOUSING GROUP LTD,Social Care,£866.14
8001698021,SATELLITE CONSORTIUM LIMITED,Social Care,£865.20
8001724980,SEVACARE (UK) LTD,Social Care,£862.80
8001725215,SEVACARE (UK) LTD,Social Care,£862.68
8001708981,CORE OUTREACH & CARE SERVICES UK LT,Social Care,£862.16
5201130460,BRIDGE HOUSE MEDICAL PRACTICE,Public Health,£860.00
5201131913,REDACTED PERSONAL DATA,Sport and Leisure,£859.57
5201131770,SWIFT CATERING EQUIPMENT LTD,Food and Drink,£858.44
8001683425,LONDON CARE PLC,Social Care,£858.24
8001724959,SEVACARE (UK) LTD,Social Care,£857.92
1900798709,LONDON CARE PLC,General,£857.88
8001725106,SEVACARE (UK) LTD,Social Care,£857.56
8001725218,SEVACARE (UK) LTD,Social Care,£857.47
8001725075,SEVACARE (UK) LTD,Social Care,£857.44
1900798225,HEARTWOOD OUTREACH SERVICES LTD,Children and Education,£857.11
5201129961,JOHN BURKE ASSOCIATES,"Construction, Property and Fac Man",£855.00
1900798190,ATLANTIC LODGE  LTD,Children and Education,£853.80
8001700861,2XL RECRUITMENT & TRAINING LTD,Social Care,£852.39
5201131672,REDACTED PERSONAL DATA,Legal,£850.00
8001725003,SEVACARE (UK) LTD,Social Care,£847.36
5201132028,REDACTED PERSONAL DATA,Sport and Leisure,£847.20
8001705241,INDIVIDUALISED CARE LTD,Social Care,£843.20
8001723957,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man",£842.86
8001725209,SEVACARE (UK) LTD,Social Care,£841.18
1900797443,REDACTED PERSONAL DATA,People and Recruitment,£840.00
5201130308,FRASER HAMILTON ASSOCIATES LTD,Communication,£840.00
5201132733,ASSISTIVE TECHNOLOGY & TRAINING,Learning and Development,£840.00
8001701984,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£840.00
8001701989,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£840.00
8001702015,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£840.00
8001702042,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£840.00
8001702043,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£840.00
8001702065,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£840.00
8001702067,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£840.00
8001702068,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£840.00
8001702084,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£840.00
8001702092,WEST LODGE LIMITED,Temporary Accommodation,£840.00
8001702093,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£840.00
8001702102,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£840.00
8001702110,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£840.00
8001702115,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£840.00
8001702135,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£840.00
8001702140,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£840.00
8001702141,WEST LODGE LIMITED,"Construction, Property and Fac Man",£840.00
8001702681,DILIGENT CARE SERVICES LTD,Social Care,£840.00
8001709443,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£840.00
8001709445,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£840.00
8001709446,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,£840.00
8001709463,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,£840.00
8001709474,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,£840.00
8001709484,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£840.00
8001709493,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,£840.00
8001709495,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,£840.00
8001709496,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,£840.00
8001709499,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£840.00
8001709503,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,£840.00
8001717881,DILIGENT CARE SERVICES LTD,Social Care,£840.00
1900798271,SOUNDINGS (CONSTRUCTION) LTD,People and Recruitment,£838.94
8001721918,THE FER VIEW,Temporary Accommodation,£837.40
8001725206,SEVACARE (UK) LTD,Social Care,£837.28
8001725151,SEVACARE (UK) LTD,Social Care,£837.12
8001725242,SEVACARE (UK) LTD,Social Care,£837.12
8001725038,SEVACARE (UK) LTD,Social Care,£837.01
1900797430,ESTATE141 LIMITED,People and Recruitment,£837.00
1900798165,TOWER ESTATES (LODGE) LIMITED,Children and Education,£837.00
1900798187,ESTATE141 LIMITED,Children and Education,£837.00
1900798259,TOWER ESTATES (LODGE) LIMITED,Children and Education,£837.00
8001723949,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£837.00
8001723953,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£837.00
8001723989,ESTATE141 LIMITED,"Construction, Property and Fac Man",£837.00
8001723991,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£837.00
8001724030,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£837.00
8001724035,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£837.00
8001724052,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£837.00
5201130470,P N IZZO CONSULTING,People and Recruitment,£836.00
8001711701,EXTRA MILE CARE COMPANY,Social Care,£835.39
8001705481,ONE HOUSING GROUP LTD,Social Care,£835.14
8001725073,SEVACARE (UK) LTD,Social Care,£830.92
5201130245,GARDEN MAINTENANCE & LANDSCAPE CO L,"Construction, Property and Fac Man",£828.42
5201131615,REDACTED PERSONAL DATA,Sport and Leisure,£826.90
5201130608,ELECTROLUX PROFESSIONAL LIMITED,Food and Drink,£823.35
5201131691,ADT FIRE AND SECURITY PLC,General,£823.18
1900798196,VIRGIN MEDIA PAYMENTS LIMITED,IT and Telecoms,£821.52
8001689541,OASIS CARE & TRAINING AGENCY,Social Care,£821.40
5201130356,WDM LIMITED CONFERENCE,Learning and Development,£820.00
8001716980,REDACTED PERSONAL DATA,Social Care,£819.28
8001720762,HAIL LTD,Social Care,£819.24
8001724024,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£817.03
8001724931,SEVACARE (UK) LTD,Social Care,£816.84
5201131154,REDACTED PERSONAL DATA,Sport and Leisure,£816.00
8001725164,SEVACARE (UK) LTD,Social Care,£811.78
8001698621,SATELLITE CONSORTIUM LIMITED,Social Care,£811.24
8001704341,CYPRIOT ELDERLY & DISABLED GROUP,Social Care,£810.20
5201130262,REDACTED PERSONAL DATA,Sport and Leisure,£810.13
1900797431,ESTATE141 LIMITED,People and Recruitment,£810.00
1900797770,JDK MEDICAL CONSULTING LTD,General,£810.00
1900798168,TOWER ESTATES (LODGE) LIMITED,Children and Education,£810.00
8001702000,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£810.00
8001709452,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£810.00
8001709486,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man",£810.00
8001711822,EXTRA MILE CARE COMPANY,Social Care,£808.48
5201131924,MIDLAND FORESTRY LTD,Public Realm,£806.89
8001723973,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£806.62
5201131694,REDACTED PERSONAL DATA,Sport and Leisure,£806.00
8001711961,EXTRA MILE CARE COMPANY,Social Care,£805.42
1900797591,SAINSBURY'S SUPERMARKETS LTD,General,£805.00
8001721951,LOOK AHEAD CARE AND SUPPORT LTD,Social Care,£804.60
8001721954,LOOK AHEAD CARE AND SUPPORT LTD,Social Care,£804.60
8001701401,TURKISH CYPRIOT COMMUNITY ASSN.,Social Care,£804.24
8001725249,SEVACARE (UK) LTD,Social Care,£803.94
8001726802,CORE ASSETS FOSTERING LTD,Children and Education,£802.95
8001710221,EXTRA MILE CARE COMPANY,Social Care,£802.35
8001683402,LONDON CARE PLC,Social Care,£800.52
1900797529,XTEND UK LTD,Learning and Development,£800.00
1900797846,TRADEWIND RECRUITMENT LTD,Children and Education,£800.00
1900797850,TRADEWIND RECRUITMENT LTD,Children and Education,£800.00
5201130140,OAK TREE CARE SERVICES LIMITED,Social Care,£800.00
5201130141,OAK TREE CARE SERVICES LIMITED,Social Care,£800.00
8001711361,AMBASSADOR CARS AND COURIER SERVICE,Travel,£800.00
8001718461,NORTH LONDON ASIAN CARE,Social Care,£799.82
